nan 7.00000 8.00000 9.00000 10.00000 11.00000 12.00000
12.00000 3083.14012 3048.32955 3007.96127 2965.49728 2922.29767 2879.32717
14.00000 3150.38931 3110.54685 3067.73913 3024.05125 2981.04069 2938.65328
16.00000 3185.63156 3143.47165 3100.18929 3057.17151 3015.04043 2974.09406
18.00000 3201.45302 3158.85307 3115.96264 3073.88482 3033.47137 2993.96996
20.00000 3205.42019 3162.88804 3121.21285 3080.78144 3041.58050 3004.00960
22.00000 3201.40061 3160.01425 3119.69706 3080.63891 3043.12160 3006.89537
24.00000 3192.61293 3152.28177 3113.34370 3075.97485 3039.89335 3005.22277
26.00000 nan 3141.40101 3103.83625 3067.85372 3033.29604 3000.18178
