1.490715135239308786e+01,1.078527612087914576e+03,2.628075457633666789e-01,9.664588145923666218e+00,3.891089672034557800e+00,1.820140142891850221e+00,9.812630966345502470e-01,3.577428087942141701e+02,1.939676000309537240e+00,3.398907160111028247e+01
1.001617129975531384e+01,1.229735162560105209e+03,4.996460457465545235e-01,1.489576758364110276e+01,2.885132249289799944e+00,9.312178247317950408e-01,9.972996606293176303e-01,3.600408621472991513e+02,2.200415717241142932e+00,9.997684613408002008e+01
1.490715135239308786e+01,1.078527612087914576e+03,2.628075457633666789e-01,9.664588145923666218e+00,3.891089672034557800e+00,1.736567252376557624e+00,9.812630966345502470e-01,3.577428087942141701e+02,1.939676000309537240e+00,3.398907160111028247e+01
2.004432323664584814e+01,1.085086165888652431e+03,3.484837619839562528e-01,9.439861144602172516e+00,3.502417231955537336e+00,1.786333247829316351e+00,9.667606245405030441e-01,3.597160973726301449e+02,7.725992894621946938e-01,6.904954202114576844e+01
1.000275694716684782e+01,1.240849346288759989e+03,4.997172411327623909e-01,1.485276752963596181e+01,3.095470881898132021e+00,9.892246842476255519e-01,9.999042401794240309e-01,3.564279690232866642e+02,2.740910300694673563e+00,9.991862484222986041e+01
1.004212070775260912e+01,1.170246084207344211e+03,4.981429742273596473e-01,1.491879520684838134e+01,3.211622212721508163e+00,1.034248742390918130e+00,9.995153361571751383e-01,3.597312341940609599e+02,2.389965061129046386e+00,9.988888245736434612e+01
1.252944867130155160e+01,1.174295275684977923e+03,4.960346321784266932e-01,1.428063535797306294e+01,3.363598080585641359e+00,1.170578984938648315e+00,9.959658136389606398e-01,3.615845920242821876e+02,2.174397211868401403e+00,9.996279964768562820e+01
1.001617129975531384e+01,1.229735162560105209e+03,4.997005607731502819e-01,1.489576758364110276e+01,2.885132249289799944e+00,9.488858853846589003e-01,9.972996606293176303e-01,3.600408621472991513e+02,2.200415717241142932e+00,9.998020955082841965e+01
1.752795502150015494e+01,1.170643181877381949e+03,4.983746723225845332e-01,1.109779147077195383e+01,3.219507188447566115e+00,1.649375267950062618e+00,9.778843031248012352e-01,3.623384360989370521e+02,1.719970243005357169e+00,9.884525626641068641e+01
2.096858923513876860e+01,1.130034908578152681e+03,3.204470016512944719e-01,8.966227819612637262e+00,3.491387343209648275e+00,1.771649152997674781e+00,9.667773469617227944e-01,3.598917244437038221e+02,7.579619688178550474e-01,7.267025381506284987e+01
1.007263753309026022e+01,1.170246084207344211e+03,4.981429742273596473e-01,1.496532661798833352e+01,3.211617983819829103e+00,1.071969966170700950e+00,9.998371657727108675e-01,3.597274172174950309e+02,2.510422643833322365e+00,9.988888245736434612e+01
1.898833125933475685e+01,1.119621690602550871e+03,3.785701905227959463e-01,1.043585413852237487e+01,3.388592725110773252e+00,1.771764401012841050e+00,9.985224152675336029e-01,3.520268154048681595e+02,1.563417932479588490e+00,9.843658362777156867e+01
1.010748222695954546e+01,1.169373882866893837e+03,4.992257762953103417e-01,1.487620785853503058e+01,3.199590819601342062e+00,1.114200037509311736e+00,9.996965903659381647e-01,3.608668022465933518e+02,2.302480600261523236e+00,9.908995138127512803e+01
2.072601543946565883e+01,1.130398259836303168e+03,3.548948837541128776e-01,9.439861144602172516e+00,3.539161221751704112e+00,1.772021331307081171e+00,9.860992378448805162e-01,3.599175148463608593e+02,8.519509068552669762e-01,6.997739639648642651e+01
2.048399089768064840e+01,1.082962625515629497e+03,3.784846988836049753e-01,9.345935908541882498e+00,3.517140941784670627e+00,1.650777819448432826e+00,9.963952177689924250e-01,3.537410073615470196e+02,1.236596690708809065e+00,9.163772583330653276e+01
1.914527877036931969e+01,1.141513314352333964e+03,3.224450519226162992e-01,1.074065241927206316e+01,3.527941252905384850e+00,1.770277841119345164e+00,9.670924611116527014e-01,3.603714361596304911e+02,1.009152373413966908e+00,7.234391214924463043e+01
2.006990711599957677e+01,1.167676069818313636e+03,3.821063087847436091e-01,1.018931072484237532e+01,3.341812897579373498e+00,1.642680449887042649e+00,9.774931493420149220e-01,3.584924770316401919e+02,1.170449163385595348e+00,9.861199625934790447e+01
2.071456990926132136e+01,1.200176121188631214e+03,3.669607941821359520e-01,9.967879401974986564e+00,3.492731456729336159e+00,1.763843479635242462e+00,9.668137807180010590e-01,3.605601654750631155e+02,7.203432358634388466e-01,9.113660959681992324e+01
1.803102870238217648e+01,1.203062992279795935e+03,4.880106814502283563e-01,1.025169925402780180e+01,3.201496286270384850e+00,1.726876914325978785e+00,9.999529228729034935e-01,3.614593905340588549e+02,1.737941694410367166e+00,9.998611468182508588e+01
1.000275694716684782e+01,1.244188883302738759e+03,4.997172411327623909e-01,1.485276752963596181e+01,3.095470881898132021e+00,9.894444336690216835e-01,9.999042401794240309e-01,3.600461239282834640e+02,2.740108416756340315e+00,9.975608442159054334e+01
1.300479405585692128e+01,1.168635344176595709e+03,4.996461331382023863e-01,1.294162534754141980e+01,3.190669126752852414e+00,1.097546259824883519e+00,9.955732227127155332e-01,3.598987920485192262e+02,2.511438287494026422e+00,9.993273705499746029e+01
1.703885783730812875e+01,1.171201372952393740e+03,4.952996042610846028e-01,1.156338099441842182e+01,3.219611604045313769e+00,1.369393161428816619e+00,9.778843031248012352e-01,3.622642377312159851e+02,2.564381735989943678e+00,9.856967286020248764e+01
1.892944278820100834e+01,1.138604237378529660e+03,3.785701905227959463e-01,1.042194035058454205e+01,3.388592725110773252e+00,1.771764401012841050e+00,9.984434449338421835e-01,3.520268154048681595e+02,1.542102172180717767e+00,9.623966436017153114e+01
1.666184441949576112e+01,1.170571408055203619e+03,4.887710676344411143e-01,1.160389608523274774e+01,3.224519334059961384e+00,1.642041482239916750e+00,9.938789551561557634e-01,3.594855413309152823e+02,2.002818248137872459e+00,9.968827320664398428e+01
2.081026269534529405e+01,1.130034908578152681e+03,3.506591418423106177e-01,9.832864479391879797e+00,3.492647535491709032e+00,1.762757141661976501e+00,9.685650145196005312e-01,3.626094836152867629e+02,9.141963188883089897e-01,7.153129983349423071e+01
1.490715135239308786e+01,1.078527612087914576e+03,2.628075457633666789e-01,9.664588145923666218e+00,3.891089672034557800e+00,1.758808094586262527e+00,9.816955110097494996e-01,3.577428087942141701e+02,2.040857623546497468e+00,3.398907160111028247e+01
1.702471076952116391e+01,1.170643181877381949e+03,4.983364121024883020e-01,1.068685228235172779e+01,3.219507188447566115e+00,1.545446791393452424e+00,9.778843031248012352e-01,3.622472784855270902e+02,1.979220601168600657e+00,9.878749351974558124e+01
2.006858030334630882e+01,1.161613513846013348e+03,4.425072965495058797e-01,1.014854034411077244e+01,3.207437913867008827e+00,1.778408382990665393e+00,9.999473358206870666e-01,3.592574456899254756e+02,1.520250708459576661e+00,9.953736170188457777e+01
1.914527877036931969e+01,1.138897088787359280e+03,3.363832494592260969e-01,1.069924813864536794e+01,3.530584733786442442e+00,1.792238226653502853e+00,9.251684305401389752e-01,3.622656074192736924e+02,7.229801003031350870e-01,8.035553574977625146e+01
1.248764879960668495e+01,1.145186784100267232e+03,4.961562749806077699e-01,1.308453857111798690e+01,3.343765863604539312e+00,1.188708481381960169e+00,9.791245222070604770e-01,3.615623801437494080e+02,2.427538369222743242e+00,9.958742187752321229e+01
1.803102870238217648e+01,1.168183897450484665e+03,4.880106814502283563e-01,1.025169925402780180e+01,3.261104783865808265e+00,1.705974296234157528e+00,9.999529228729034935e-01,3.614593905340588549e+02,1.481533756034495664e+00,9.988086777126066806e+01
1.884142804486562994e+01,1.118383253856535703e+03,3.654454650068975075e-01,1.019425205368241016e+01,3.484599404982676951e+00,1.771002463632104451e+00,9.964480215114879247e-01,3.504670148165674277e+02,1.238585244939151675e+00,9.899176525827651574e+01
2.006858030334630882e+01,1.173592263060430241e+03,4.973788966422529878e-01,1.016745267004105280e+01,3.205730157009131887e+00,1.778408382990665393e+00,9.955846377751456089e-01,3.615764522889936643e+02,1.520250708459576661e+00,9.954424963970247120e+01
