2.296258193074639209e+01,3.245182782709999381e-01,8.245701878208130609e+00,3.185017192541914621e+00,1.533545288940800777e+00,9.783349331911420643e-01
2.400480745703428553e+01,3.253151604733978131e-01,7.886270245573548721e+00,3.434535725279900475e+00,1.535303059584123053e+00,9.731222475275757011e-01
2.294904919551050071e+01,3.058192546768292996e-01,8.241642295455356759e+00,3.493229635416555290e+00,1.466385088871269282e+00,9.734256453422460709e-01
2.294904919551050071e+01,3.075126225949492698e-01,8.244358573690274028e+00,3.314028307685120023e+00,1.586644406345139924e+00,9.781411268682989046e-01
2.177446478532354490e+01,3.370591653509508179e-01,8.239131754654344775e+00,3.337215890221513881e+00,1.578000494893359473e+00,9.757091611561238276e-01
2.380728491966801386e+01,3.383397112097551451e-01,8.244665355959693187e+00,2.868380900629222907e+00,1.562773801585955802e+00,9.783349331911420643e-01
2.270382959170081705e+01,3.391441662287782988e-01,8.439083440817746862e+00,3.267479289455591296e+00,1.586334822052003712e+00,9.704548133300959778e-01
2.428363246958501520e+01,3.247883082194131799e-01,7.886270245573548721e+00,3.434535725279900475e+00,1.534150175902219804e+00,9.731222475275757011e-01
2.317642691426784651e+01,3.391480347140734541e-01,8.009978422740214654e+00,2.909565531805244021e+00,1.597276031079355008e+00,9.777854664021246034e-01
2.419081161087661158e+01,3.138331322274161006e-01,8.007148402641410811e+00,3.426096299088848163e+00,1.597626816254867466e+00,9.632097432055445330e-01
2.236878600844599774e+01,3.069791545410383571e-01,8.244358573690274028e+00,3.267005859728031592e+00,1.586339524893553676e+00,9.991066639597878662e-01
2.337149341190650631e+01,3.676271198063917889e-01,8.287786268634286913e+00,2.871714771827610146e+00,1.582630242045975910e+00,9.259136584713064666e-01
2.332075678349592707e+01,3.615640755134896800e-01,8.292563708633037933e+00,2.871865184962276718e+00,1.546755947502434392e+00,9.429545558852846510e-01
2.270382959170081705e+01,3.391441662287782988e-01,8.332396028449043257e+00,3.256057532480769012e+00,1.587077406274566060e+00,9.704548133300959778e-01
2.606244670419809850e+01,3.822240400414598782e-01,7.997711707734406872e+00,2.657190341601004313e+00,1.548513017609534970e+00,9.061889227955864934e-01
2.295587661608097818e+01,3.138331322274161006e-01,7.979620935767572476e+00,3.507951506046487644e+00,1.513357256546278951e+00,9.910562855480691269e-01
2.375950737354680697e+01,2.973828969340775452e-01,8.292518522313713447e+00,3.102518110556891529e+00,1.590287721316681058e+00,9.968668123641001300e-01
2.263800967817953591e+01,3.391441662287782988e-01,8.439083440817746862e+00,3.267479289455591296e+00,1.586334822052003712e+00,9.704548133300959778e-01
2.270382959170081705e+01,3.396776342826892114e-01,8.439083440817746862e+00,3.161188831073745931e+00,1.586639703503589960e+00,9.688029791769158239e-01
2.292027075110941681e+01,3.126276528393046594e-01,8.244517814407236855e+00,3.314028307685120023e+00,1.590560373025818874e+00,9.783392577814193913e-01
2.270382959170081705e+01,3.396776342826892114e-01,8.439083440817746862e+00,3.106071793323206709e+00,1.586639703503589960e+00,9.994936219606747052e-01
2.154396860854476614e+01,3.420921246999663601e-01,8.519793100019747101e+00,3.092350255287118266e+00,1.593738074268671312e+00,9.564856164620115786e-01
2.267374560583485277e+01,3.391441662287782988e-01,8.439083440817746862e+00,3.267479289455591296e+00,1.586334822052003712e+00,9.704548133300959778e-01
2.282100445597059490e+01,3.441640842008212853e-01,8.251630749228402451e+00,3.041635788942713692e+00,1.597032711983467079e+00,9.964256442543593106e-01
2.337149341190650631e+01,3.674115485859830721e-01,7.934508273640686227e+00,2.871714771827610146e+00,1.569923228405240900e+00,9.646948997522934999e-01
2.396790612097779061e+01,3.253151604733978131e-01,7.886270245573548721e+00,3.434535725279900475e+00,1.537904878182330126e+00,9.731222475275757011e-01
2.377154899201269700e+01,3.383397112097551451e-01,8.244665355959693187e+00,2.868380900629222907e+00,1.562773801585955802e+00,9.783349331911420643e-01
2.292027075110941681e+01,3.253768114168910097e-01,8.245702043104232715e+00,3.162826371532949210e+00,1.599578914862795243e+00,9.768399034216375121e-01
2.236878600844599774e+01,3.211405125016413842e-01,8.239208160330093733e+00,3.616557360163341173e+00,1.572282714332580822e+00,9.697133651561166134e-01
2.280274120818411632e+01,3.069791545410383571e-01,8.244358573690274028e+00,3.267005859728031592e+00,1.586339524893553676e+00,9.991066639597878662e-01
2.216618326528258720e+01,3.396776342826892114e-01,8.439083440817746862e+00,3.106071793323206709e+00,1.559268230072821115e+00,9.994936219606747052e-01
2.238704925623247277e+01,3.441640842008212853e-01,8.251630749228402451e+00,3.041635788942713692e+00,1.590853067537080889e+00,9.953436544020235477e-01
2.250179736623055859e+01,3.075126225949492698e-01,8.239360508613735590e+00,3.367860598423610963e+00,1.587028413527610260e+00,9.991066639597878662e-01
2.356164663969276418e+01,3.130137807276082151e-01,7.979620935767572476e+00,3.507951506046487644e+00,1.576997415291406579e+00,9.786523076453214065e-01
2.154396860854476614e+01,3.420921246999663601e-01,8.519793100019747101e+00,3.158307068409626162e+00,1.593738074268671312e+00,9.563123363711754088e-01
2.191664108402843425e+01,2.878581700289257750e-01,8.170015208654497485e+00,3.575198542203778196e+00,1.586614832859993385e+00,9.991066639597878662e-01
2.606244670419809850e+01,3.865570702904083111e-01,7.997711707734406872e+00,2.657190341601004313e+00,1.548514432810266239e+00,8.825164256130876295e-01
2.337135496835414372e+01,3.676271198063917889e-01,8.287786268634286913e+00,2.871714771827610146e+00,1.582630242045975910e+00,9.259136584713064666e-01
2.606354183079026754e+01,3.383830397189654948e-01,7.890839142291736330e+00,2.657039319598696103e+00,1.445198610323686683e+00,9.815596191644596624e-01
2.292027075110941681e+01,3.253768114168910097e-01,8.245702043104232715e+00,3.162826371532949210e+00,1.590538931489177799e+00,9.767952084249275080e-01
2.282100445597059490e+01,3.441640842008212853e-01,8.251630749228402451e+00,3.041635788942713692e+00,1.590853067537080889e+00,9.953436544020235477e-01
2.317642691426784651e+01,3.391480347140734541e-01,8.009978422740214654e+00,2.909565531805244021e+00,1.597276031079355008e+00,9.755897557679651388e-01
2.270382959170081705e+01,3.396776342826892114e-01,8.439083440817746862e+00,3.102991540284451677e+00,1.586639703503589960e+00,9.704548133300959778e-01
2.336564047016007706e+01,3.216962415772018913e-01,8.245701878208130609e+00,3.185017192541914621e+00,1.534981732024990109e+00,9.780361271505093601e-01
2.394112014491730633e+01,3.391441662287782988e-01,7.926532218730266699e+00,2.909230872785816047e+00,1.574138012190300362e+00,9.614211745602614378e-01
2.265635328470203902e+01,3.420921246999663601e-01,8.519793100019747101e+00,3.092350255287118266e+00,1.593738074268671312e+00,9.557222965276765958e-01
2.236878600844599774e+01,3.206784732757589906e-01,8.244123787597157360e+00,3.274057899523023174e+00,1.572592701202333298e+00,9.697133651561166134e-01
2.356164663969276418e+01,3.138331322274161006e-01,7.979620935767572476e+00,3.507951506046487644e+00,1.512841129518861738e+00,9.910562855480691269e-01
2.396790612097779061e+01,3.253151604733978131e-01,7.886270245573548721e+00,3.434535725279900475e+00,1.535303059584123053e+00,9.731222475275757011e-01
2.606354183079026754e+01,3.673394931221092286e-01,7.883468084214324101e+00,2.657039319598696103e+00,1.422332633275350755e+00,9.355770190622266780e-01
