1.001071110790790542e+01,1.588128071449000572e+03,4.983603855570172270e-01,1.301778684430211186e+01,2.100329594535013999e+00,1.003191772358897893e+00,9.938273847805835226e-01
1.885682166910310187e+01,1.077071734381973329e+03,2.654831708110025335e-01,9.795121330692031947e+00,3.750667113893986659e+00,1.554549412552571841e+00,7.399081366782440661e-01
1.885360270676597594e+01,1.208510169048935950e+03,3.492214580718108197e-01,1.010294249616416629e+01,3.290010262625216342e+00,1.583320743489838422e+00,9.874643431125088577e-01
1.874352511683422762e+01,1.116406681902970377e+03,3.561670306866778768e-01,1.010831352348532874e+01,3.196160203896589280e+00,1.584212532058044243e+00,9.826387858011188525e-01
1.309685075878334892e+01,1.206223797795047176e+03,4.999411002858413222e-01,1.168013784525894927e+01,2.543434941852887210e+00,1.507810860483527415e+00,8.482044051383447192e-01
1.867338706674898319e+01,1.106894008334606269e+03,3.637077850985506178e-01,9.822451133207579232e+00,3.568521762063354696e+00,1.598381725653365004e+00,9.481885150509966609e-01
1.007126737771050884e+01,1.574734613336399661e+03,4.968095015010631776e-01,9.886275747161345606e+00,2.149093381738977016e+00,1.083621602773913395e+00,9.938517685693203374e-01
1.210820168551261844e+01,1.243968718726413499e+03,4.994007620099125133e-01,1.239237533395820279e+01,2.645126768657215077e+00,1.585814396750523159e+00,8.878661309718568484e-01
1.490264420619335972e+01,1.201453800197024293e+03,3.995126731507931961e-01,1.065320437872727410e+01,2.688989327838985588e+00,1.599571864035265634e+00,9.837695423999638367e-01
1.873378013762812344e+01,1.060868937236699821e+03,2.773662265513799907e-01,9.847484168769435442e+00,3.684996156266469036e+00,1.592275098919145870e+00,8.534353270183956397e-01
1.002705278901843755e+01,1.588078169735127858e+03,4.993407687051183985e-01,1.151925156629769020e+01,2.071289813530394763e+00,1.385213023534112242e+00,9.968907394789707777e-01
1.581841940103972100e+01,1.084641436050837001e+03,3.568968404824429119e-01,1.169696161623745034e+01,3.248289143140529855e+00,1.595911156374021367e+00,9.936801497698241059e-01
1.047248421327470957e+01,1.547148722439882931e+03,4.955163867261896393e-01,1.006240416674202720e+01,2.147362176489511221e+00,1.088826832411889489e+00,9.932247323796584704e-01
1.469226776232893705e+01,1.206972320537788619e+03,4.228655553733041694e-01,1.144069036060927402e+01,2.608142218456007466e+00,1.591304369836485488e+00,9.907041751909799743e-01
1.873201639596489798e+01,1.105306151620755372e+03,3.055185406780729918e-01,9.846916624104155247e+00,3.684996156266469036e+00,1.592392653494797639e+00,9.493213580680631702e-01
1.898896077456084086e+01,1.202935137218630871e+03,3.984676612103364435e-01,1.010670992623242981e+01,3.053550582976575445e+00,1.599131961025932469e+00,9.364368339680998465e-01
1.001802894088744722e+01,1.575021908215591338e+03,4.973948156083429217e-01,9.895031934589097133e+00,2.153557383651750534e+00,1.270569018974556652e+00,9.994117151810099076e-01
1.885360270676597594e+01,1.116406681902970377e+03,3.456931381586143548e-01,1.010294249616416629e+01,3.290010262625216342e+00,1.593528144778771916e+00,9.181240997077735333e-01
1.873476144248478548e+01,1.062726850896568976e+03,3.504819890961489159e-01,9.822451133207579232e+00,3.572527779194369035e+00,1.598381725653365004e+00,9.999826329176709772e-01
1.001802894088744722e+01,1.551331173690066862e+03,4.898699051950612393e-01,9.898176681806418742e+00,2.153808027246590040e+00,1.094994211210144064e+00,9.937274494290125881e-01
1.689639300351076301e+01,1.207372843906106255e+03,3.995126731507931961e-01,1.065320437872727410e+01,2.854781710240886561e+00,1.591345296892747729e+00,9.934732647785522452e-01
1.088114597980259823e+01,1.474969136332576909e+03,4.984572636043669291e-01,1.324262401933663824e+01,2.336018016717193113e+00,1.583802901562651577e+00,9.528198841864069513e-01
1.013041489766856351e+01,1.531110035266768364e+03,4.955338602290720318e-01,9.895031934589097133e+00,2.153826713148707661e+00,1.270569018974556652e+00,9.936084891179045586e-01
1.805489925486571678e+01,1.207335029106141974e+03,4.057437207853440975e-01,9.906795431331152813e+00,2.810595162001976011e+00,1.599374152219322109e+00,9.383438580315377475e-01
1.003070080360503091e+01,1.588078169735127858e+03,4.955477964636574306e-01,1.151925156629769020e+01,2.052644401841114075e+00,1.507829047251114440e+00,9.956762912534717902e-01
1.469226776232893705e+01,1.206972320537788619e+03,4.056110630399342165e-01,1.051917960550459696e+01,2.608142218456007466e+00,1.591304369836485488e+00,9.907041751909799743e-01
1.034158439006039565e+01,1.551311193684226510e+03,4.976189821325733287e-01,1.014011780418069719e+01,2.152985427449144673e+00,1.005779465924854676e+00,9.867004474658125357e-01
1.000201129938649025e+01,1.574699072092153756e+03,4.985283392218800014e-01,1.153351730975721878e+01,2.153570762927006221e+00,1.031408723588007170e+00,9.990788425951608875e-01
1.052106970700482158e+01,1.205354561982926043e+03,4.881728268068345478e-01,1.364853767034846044e+01,2.626316545266484948e+00,1.571205007506573770e+00,9.558291916579931824e-01
1.883362988980304209e+01,1.060306110075031029e+03,2.773662265513799907e-01,9.848669251375754996e+00,3.662707699694960795e+00,1.592275098919145870e+00,9.431450977554772797e-01
1.022760402931258739e+01,1.557336560191402441e+03,4.993448440357723395e-01,9.895051314921932573e+00,2.173572173952991182e+00,1.199574177478755388e+00,9.937253988934725557e-01
1.873476144248478548e+01,1.071776470607558622e+03,3.551010098998598208e-01,9.822451133207579232e+00,3.572527779194369035e+00,1.579594768040861297e+00,9.999826329176709772e-01
