generation,hypervolume
1,0.0468774516808171
2,0.0638575399663171
3,0.0649910774106358
4,0.0661476911316812
5,0.0674787084048824
6,0.0682257756490993
7,0.0682654458185534
8,0.072615722959034
9,0.0777818688405752
10,0.0780395773989039
11,0.0790423338678751
12,0.0791249299168476
13,0.0795870591390427
14,0.0805874115073314
15,0.0806214629116972
16,0.0822844736036858
17,0.0825951726064957
18,0.0828755439417851
19,0.0852427848300602
20,0.0853768484915133
21,0.0854404243169122
22,0.0854741336069849
23,0.0856462368550943
24,0.0863249601669991
25,0.0864260308772215
26,0.0864260308772215
27,0.0872600882515667
28,0.0873227608644851
29,0.0875004684233325
30,0.0875480081762034
31,0.0878203415276035
32,0.0878407885054944
33,0.0878519607179916
34,0.0878854583735715
35,0.0887009542981951
36,0.0887009542981951
37,0.0887145828230978
38,0.0887310484035757
39,0.0887685060942321
40,0.0887903482855532
41,0.0888126219442835
42,0.0894243296654939
43,0.0894543738493172
44,0.0897832420351024
45,0.0897918690532718
46,0.0898021859396992
47,0.0887009542981951
48,0.08871458282309781
49,0.08873104840357571
50,0.08876850609423213
51,0.08879034828555324
52,0.0888126219442835
53,0.08942432966549396
54,0.08945437384931727
55,0.0897832420351024
56,0.08979186905327186
