1.090051595265180318e+01,1.138759936358281948e+03,4.654909759388674573e-01,1.004865571176772931e+01,4.964087810435581893e+00,1.104783987578569882e+00,4.856147310976351994e-01
1.961111814892831262e+01,1.192364868373393620e+03,3.296920046873015320e-01,8.977122905818919918e+00,3.870788504236531757e+00,1.590345016632098929e+00,1.200967393714791331e-02
1.930261932556647153e+01,1.196571117501946446e+03,3.668018221630535147e-01,9.962670320233067756e+00,4.915110348387841555e+00,1.160172615740094226e+00,4.265072645637134063e-01
1.857932832825898117e+01,1.207263067155639646e+03,4.301760844231903302e-01,9.388990272859276232e+00,4.877327137079416453e+00,1.598999339033687406e+00,2.104715583374356935e-01
1.940924787153888076e+01,1.186643267670670411e+03,4.348192519654314192e-01,9.437767255875888495e+00,4.868858289776746950e+00,1.599105002854863233e+00,2.854048903641948076e-01
2.097150956631129404e+01,1.191518096423251336e+03,3.507126603982974045e-01,9.160282760382544964e+00,3.299331473797145531e+00,1.586420773127455330e+00,1.663908601179614477e-02
1.925326367155518170e+01,1.199530787286767691e+03,4.314547386903694326e-01,9.375257991325625540e+00,4.210087460870502341e+00,1.588792107918884478e+00,1.450932852266785256e-01
1.920347618294038838e+01,1.201522729576650363e+03,4.540224454742650684e-01,9.087959990480090511e+00,4.968509159939504372e+00,1.589247121709460586e+00,3.067177688443781247e-01
1.927323254516210582e+01,1.192323305610750367e+03,4.382001878968267428e-01,9.148103683039158440e+00,3.211344295862818221e+00,1.586608234687913344e+00,8.423217382967058964e-02
1.232638713053711221e+01,1.113374546041380654e+03,4.998909449798046856e-01,9.072122931964301529e+00,4.708875244666383075e+00,1.115858146770773329e+00,4.707524279386477994e-01
1.931089276517476350e+01,1.161755461569288627e+03,3.580316736163579594e-01,9.099632914889644653e+00,4.807928915612922793e+00,1.588684031117301387e+00,1.976063792887808035e-01
1.926754205282559695e+01,1.196571117501946446e+03,3.668018221630535147e-01,9.148106292803840134e+00,3.899800644917971404e+00,1.596958586920286027e+00,1.223286961595470429e-02
1.936526098851577515e+01,1.217129654209997625e+03,3.797685436070645237e-01,9.108033017963700573e+00,4.816790500757209159e+00,1.132265999263843748e+00,4.777746772172794532e-01
1.941097982623801244e+01,1.186643267670670411e+03,3.488746875752555821e-01,9.437767255875888495e+00,4.868793415420482162e+00,1.547080150624381423e+00,2.950026342032623372e-01
1.848988700255666373e+01,1.226151986044709020e+03,3.829237252514552381e-01,1.002205553539938521e+01,4.794860054868311572e+00,1.556879237001536076e+00,2.587735495792243268e-01
1.927027919392308419e+01,1.214253211026910094e+03,3.689504556606814645e-01,9.567838423729169151e+00,4.892392815079645629e+00,1.599455883881552243e+00,2.534029296133160081e-01
1.928888649742998851e+01,1.220586698425973509e+03,3.796531290463053265e-01,9.394279857987534399e+00,3.267433867049442942e+00,1.597117637031590265e+00,3.244843104630671521e-02
1.771913425600400060e+01,1.188818569549967151e+03,3.673277921973338578e-01,9.250498273489244028e+00,4.935375845974835585e+00,1.593780491701471291e+00,2.162636187976329782e-01
1.936526098851577515e+01,1.217129654209997625e+03,3.816449096681177044e-01,9.108033017963700573e+00,4.816790500757209159e+00,1.590136911029888633e+00,2.004149729529057233e-01
1.756122360629638024e+01,1.214883347195502665e+03,3.705098250752877354e-01,1.004661010438170088e+01,4.959072573249997617e+00,1.596204808841689804e+00,1.897540995943910180e-01
2.051440723546634715e+01,1.215012156816922470e+03,4.020353450273217444e-01,9.154995702693062398e+00,3.425835501939374694e+00,1.598815595717832716e+00,1.782163434579615846e-02
1.857932832825898117e+01,1.207263067155639646e+03,4.301760844231903302e-01,9.386228011506675628e+00,4.892226746307730245e+00,1.598999339033687406e+00,2.528507400457072340e-01
1.942512030653178812e+01,1.216415319583660221e+03,4.786218489252629937e-01,9.075839665884595675e+00,4.973409109789812987e+00,1.531824298561820008e+00,3.603232186072927168e-01
1.935836154285965804e+01,1.161376827948962728e+03,4.274208748829165794e-01,1.000730667489390591e+01,4.781505677905079743e+00,1.576067770209964358e+00,3.406578801101284859e-01
1.927027919392308419e+01,1.214253211026910094e+03,3.702851486159772776e-01,9.557719229421822504e+00,4.892392815079645629e+00,1.598225053126363315e+00,2.534029296133160081e-01
1.941006908734540559e+01,1.189589052270827096e+03,3.617797802274377861e-01,9.205405892179475913e+00,3.882058820669482380e+00,1.594083775672439751e+00,9.030761370515921760e-03
1.926983192009674184e+01,1.187599974987289443e+03,4.013571931883657129e-01,9.154995702693062398e+00,2.804650035425003907e+00,1.565352986727553963e+00,1.782163434579615846e-02
1.454941006031857498e+01,1.098992656326938686e+03,4.462697362422204383e-01,1.025335427651878994e+01,4.874316336160025465e+00,1.126154732551021054e+00,4.320511828738892168e-01
1.292396197828684734e+01,1.101049409000280775e+03,4.663531523535494605e-01,1.004896926175366012e+01,4.887851894728168389e+00,1.138694173925086872e+00,4.850700100897379907e-01
