,T_out,eff,air_flow,p_max,T_max,power,heat_loss,p_tdc
0,1551.4704514003708,0.34711463946965193,1.0754020493764025,298.628018465606,2908.096841699025,1136.5943716914835,596.2259925533192,147.29186002262318
1,903.3637850511589,0.42347230057531965,0.6919463405082668,239.89308859175404,1865.640374844554,427.621625299631,117.91151991566238,159.0644771145489
2,1443.919710402727,0.3256677029279558,0.5465595249259524,592.0238506196337,2710.13330666381,439.32618816047614,333.20913377894425,395.01418058213244
3,1499.167462398415,0.3071808557336933,0.3023193454099842,119.38792462841195,2801.409407183177,246.38061545991192,235.30062549491564,74.70929447738608
4,1526.4832592636214,0.35007643015339845,0.25827990933206746,388.02335057984544,3000.861614101661,260.10894620947647,212.0355620871931,257.8133949517008
5,1045.3849208657514,0.3944893460872438,0.8057028920181762,241.91354729428855,2086.8029365760913,569.9394349299544,191.43005124242464,132.1227368260735
6,1160.8467843146873,0.39379548639414635,0.8141712911292339,871.2118340959443,2350.421281366996,606.63029050153,302.50606604415367,697.7506759432794
7,1223.8080078519652,0.38996212047481577,0.4922942140191508,600.1398305205827,2466.4144444293324,375.09733446508056,217.94137375426516,468.9612265051945
8,1291.4280277713312,0.3734328532992773,0.15424922285152737,139.29621986613972,2667.088630874428,143.62775588324465,96.97283738842152,91.80395137632682
9,1115.624701711789,0.3960535290763716,0.22007943819832754,162.02611935587606,2370.219866191759,171.58502655076143,103.43485672371185,123.52511253516205
10,1181.5302240521944,0.339879801638126,0.17607797573320733,271.0429630672693,2331.1717158570523,90.85544347005515,102.1043789222128,234.1641816939598
11,1404.1032003357516,0.34588205924832627,0.3904768731358743,769.1326978675902,2649.153979322351,327.23126489444985,199.35788863221816,467.64879655138196
12,1355.7851633290084,0.36344348512564184,0.24026782954481174,370.24556234562266,2705.120583143257,251.3162012209579,130.40394852274827,190.34386420664117
13,1396.8665387476744,0.3871452297098686,1.019529533873256,1475.6340804439565,2720.889694263815,1132.0045295829602,391.0657276405153,780.639633041684
14,1107.7408893756021,0.40525506284746443,0.5937007862184358,960.2646453236952,2173.560454894905,422.641049153859,140.51002286474088,555.0608438896969
15,985.448327849965,0.4262839588093897,0.26324251504865376,981.5125689328954,2040.3075082569196,161.35763771475504,70.72159199954582,749.5718259882417
16,1174.4829501750046,0.4067202500610955,2.122767659236592,881.1058939711523,2324.9434188380237,1851.035527582369,531.016478494085,456.0921503542557
17,1389.4267566131123,0.38449336192074113,0.09597814050296577,846.9708301605114,2864.239425604943,114.8795909958399,65.68262008809612,485.13437205350226
18,1165.0562685043599,0.34758067023269124,0.11074416634869003,296.298320998175,2303.6097785595266,59.38471368522834,62.30891317956185,244.244177678034
19,1216.7711862327753,0.39175126072747785,1.790259233467482,483.6908707099577,2370.8010895557477,1416.3475078820431,532.4552860694658,300.32663148258246
20,1281.31929927747,0.32568202668542123,0.23165993362421755,131.96600362119815,2499.617530006816,143.4403335328287,150.59046722292203,104.85665217778123
21,1142.5044569615802,0.3703355049008714,1.0482633312352063,410.2665013134003,2176.049357707389,684.4259283173296,282.395196152474,248.00698763509425
22,1174.541938108689,0.37534253829151054,0.5768381058228123,803.309695331712,2258.4631594749517,402.5539122899245,182.68747781503205,506.36176488595385
23,1147.1046698990776,0.3986815159844852,0.6813896386754607,479.6909396776154,2322.058277152375,631.256195119585,196.09222230028675,238.66250203433233
24,986.3131175086024,0.3494946771732754,0.12239912739578317,484.9090789248357,1942.2098514919512,53.89584648815343,38.74800468497563,409.74207453807196
25,1128.8689504735332,0.4144528721525606,0.48845854862639787,1454.1466900248038,2301.0951901935628,445.64047422303656,127.03874066570441,683.6952217499747
26,1220.5468754847655,0.3337366412288255,2.564312057801971,462.8623796161438,2225.715297907982,1596.674042493856,761.8463634115805,284.45098168620103
27,1361.9507297717994,0.38722444107121,1.6102555333378865,1242.7295063138977,2680.4608593777334,1721.409600829673,643.3318621949236,717.862527117322
28,1366.5918911999224,0.36941026068480876,0.3425651044789818,130.89662714403372,2840.3442715683154,308.5854427031124,262.55312156107203,109.15041652971628
29,1380.8771494523469,0.30904910809418273,0.07085040172613297,319.0613620579935,2575.903920846018,43.47701150125349,49.110181223208386,233.08075396852053
