generation,hypervolume
1,0.1606916730342682
2,0.1707971347204668
3,0.1716055452010466
4,0.1900660771309592
5,0.2080555769192211
6,0.2116536196363514
7,0.2312046251461716
8,0.2315318267594683
9,0.2405687679976175
10,0.2450497363868893
11,0.2469451590760494
12,0.2486483512746744
13,0.2497608590146509
14,0.2536458740530037
15,0.2548799203365443
16,0.2568901651705046
17,0.2588694830887325
18,0.2595076922043048
19,0.260531732663405
20,0.2624396815867026
21,0.2631539647590697
22,0.2640272851953382
23,0.266004164752108
24,0.2666355779656073
25,0.2674388799462025
26,0.2676706342024225
27,0.2694937691403425
28,0.2700303530462816
29,0.2710483365223324
30,0.2714044698280386
31,0.2720917350374657
32,0.2724370820695432
33,0.2727465882691391
34,0.2733074609213112
35,0.2743837128915876
36,0.2750466648384829
37,0.275608069449633
38,0.2757366454390468
39,0.2759813220575574
40,0.2763313788869006
41,0.2765701131087288
42,0.2767996117726615
43,0.2769935773881021
44,0.2771332271280733
45,0.2772619047103169
46,0.2775454970539313
47,0.2776596292147568
48,0.277752118088775
49,0.2778556804991312
50,0.2779302540379232
51,0.2779302540379232
52,0.278099760205448
53,0.27813710563598854
54,0.2782365882983584
55,0.278471765236215
56,0.27853376608920566
57,0.2786944421587118
58,0.2787406680829204
59,0.27889356826840456
60,0.2789737001874773
61,0.27907368389423554
62,0.2791138435182165
63,0.2791584022093233
64,0.27923609479441647
65,0.27927840200322296
66,0.27939429981586983
67,0.2794348471110765
68,0.2795245320687337
69,0.27959474562145914
70,0.2797246123799269
71,0.27998639114889146
72,0.28002576424289355
73,0.28023285802747583
74,0.2802824133422868
75,0.28032403503537795
76,0.280375674320111
77,0.280406422818174
78,0.28045301338730355
79,0.2804738825584309
80,0.28056168478044474
81,0.28057826843586087
82,0.28059688663708765
83,0.2806153950902651
84,0.28075248435279765
85,0.2808076597271679
86,0.28083949866044444
87,0.28087195700698486
88,0.2808933160219229
89,0.28105281208571997
90,0.2811216365308003
91,0.2811453688608206
92,0.2811611032277369
93,0.2813406260446045
94,0.28135177117505045
95,0.2813713666181275
96,0.2814277655112608
97,0.2814696597332246
98,0.28148261697390575
99,0.28149782620802494
100,0.2815695989355227
101,0.2815977690293133
102,0.2816731300461153
103,0.2816861346040657
104,0.2817235091979601
105,0.28173885431277185
106,0.2817826022126459
107,0.281799355144304
108,0.281807965377999
109,0.2818208158673765
110,0.2818403565417746
111,0.2818625683735708
112,0.2818715928915881
113,0.28190473471769206
114,0.2819156818620441
115,0.28195393663593205
116,0.2819642360582257
117,0.2819815687991069
118,0.2819861101198437
119,0.28198403477580575
120,0.28198989289518644
121,0.28200058680720735
122,0.2820007169615043
123,0.28200937822724975
124,0.28201199243162167
125,0.28202374041023986
126,0.28202838477674574
127,0.2820399782605292
128,0.28204139969043956
129,0.2820619471844392
130,0.28210050710026363
131,0.2821090085459567
132,0.28211615267302564
133,0.2821159934703492
134,0.2821263539207426
135,0.282136291547944
136,0.28213622876358846
137,0.2821407474388315
138,0.28214253208339757
139,0.2821509654637957
140,0.28217293770266866
141,0.2821839090102139
142,0.28218353144333885
143,0.2821924560705594
144,0.28219855189720805
145,0.28220345061275115
146,0.2822033733871616
147,0.28221558618659986
148,0.28221702841686197
149,0.2822246283395864
150,0.2822412415468304
151,0.2822543740893969
152,0.28226039839318284
153,0.28226799515875517
154,0.28227254656908163
155,0.2822761820429144
156,0.2822860986005393
157,0.28229107809339377
158,0.2822998948372275
159,0.28231412980252024
160,0.2823226553899832
161,0.2823676204886917
162,0.2825302097906029
163,0.2825288756990602
164,0.2825276864740904
165,0.2825336007421811
166,0.2825382436995418
167,0.2825367195953569
168,0.28254308530166955
169,0.2826794781015759
170,0.2826834115857967
171,0.28268528361156314
172,0.28268483842920095
173,0.2826878572803138
174,0.2826880585830959
175,0.28269883308947547
176,0.2827040047523713
177,0.28270585099164003
178,0.2827168349704558
179,0.2827161617529822
180,0.2827136424504212
181,0.282730386638851
182,0.2827326947338376
183,0.28273961298740957
184,0.28274194301235345
185,0.28274981605429944
186,0.28275099490650185
187,0.28275218018887444
188,0.28275639543081377
189,0.28276975378470365
190,0.2827721100640069
191,0.2827807227408012
192,0.2827814152397468
193,0.28278443470831766
194,0.2828027784126518
195,0.2828035606378246
196,0.28280599999656275
197,0.2828032989061138
198,0.2828087053063327
199,0.2828101688840091
200,0.28280861896123477
201,0.28280710036567425
202,0.28281210624095277
203,0.2828193408306052
204,0.28282447901435015
205,0.2828262917346946
206,0.28283204999029943
207,0.28284417224700376
208,0.28288293367102474
209,0.28288462984942175
210,0.2828847559498615
211,0.28289813874984737
212,0.28290468919058576
213,0.2829250716087969
214,0.28292891157110156
215,0.28293771353940866
216,0.28293656044373044
217,0.28294425024963127
218,0.2829571744108009
219,0.28295469588391636
220,0.28296807412842623
221,0.2829712546513199
222,0.28297172017609834
223,0.2829730696841534
224,0.2829820487520143
225,0.28299050878863974
226,0.28298958384145934
227,0.28299251456581764
228,0.28300000264045916
229,0.28300291434431324
230,0.28300402972335864
231,0.28302518123572834
232,0.28302644336088634
233,0.2830300121943841
234,0.2830253724842644
235,0.2830337201322099
236,0.2830411392965998
237,0.28305018916299646
238,0.2830482497311957
239,0.28306177813259353
240,0.283062294970793
241,0.283068700439883
242,0.28307045660823194
243,0.28310970630848686
244,0.28311521374275955
245,0.28312894811065814
246,0.2831369032488322
