7.650131514842265751e+05,4.099841023037150762e+02,1.043557834163022591e+01,1.185744952800292518e-01,4.061334094219341828e-02,8.817867566722927819e-01,9.556241033774320215e+00
5.861819988803768065e+05,1.119187399803915923e+03,1.640481059510007711e+01,2.848722693170341325e-01,1.780927476723458136e-02,1.666206746021883012e+00,1.584957710154785282e+01
3.393950621931367205e+05,8.833910761702553600e+02,1.193651701243934404e+01,7.566324142688954368e-02,3.562427137050480641e-02,9.496102128008681031e-01,1.664253086491682154e+01
6.804348395824017935e+05,1.094632879043466801e+03,1.001052651464136645e+01,2.843188980285072942e-01,3.875662309375962900e-02,7.107417007385233854e-01,5.358097316731226023e+00
2.031629906303711468e+05,1.174163387949610296e+03,1.346230210173043318e+01,2.970795566748594130e-01,4.901263146181195768e-02,1.245154458796513097e+00,1.379355954277112062e+01
4.574370176152121276e+05,1.120171355451266663e+03,1.176781717579304498e+01,1.329132289356727559e-01,4.228134498114581585e-02,1.550869620375521230e+00,1.458253655852185027e+01
8.568247151202377863e+05,1.148693737394407890e+03,1.004555746916200931e+01,2.118953616167353893e-01,3.865912570221075040e-02,1.953617479864278916e+00,1.115591916840599751e+01
5.089884648552304134e+05,5.123101314400008732e+02,9.409507082098851782e+00,1.646278473907936135e-01,3.955590560149940121e-02,1.721856659622810648e+00,1.800490397340863780e+01
9.404409238240508130e+05,5.913127227512436548e+02,1.478402938350319040e+01,1.173980402499738840e-01,1.406282249332556356e-02,1.991830750504641534e+00,6.429176342313013492e+00
5.082997627713872935e+05,4.431674802804816977e+02,9.561973652056313000e+00,2.456851811038211486e-01,3.902286359908759689e-02,1.940404696059187417e+00,1.886762505793383582e+01
9.570078610587349394e+05,4.905985966611926870e+02,1.236639806109227280e+01,1.688614820061778987e-01,4.681700483102659016e-02,1.344620262657358012e+00,1.289507885531669373e+01
6.501280361502246233e+05,5.892726559469833774e+02,8.114799714504147943e+00,2.555264614730875516e-01,2.084475087321199793e-02,1.726091140067489205e+00,1.074042016039057224e+01
