nan 2.50000 2.75000 3.00000 3.25000 3.50000
5.00000 0.00000 49.37471 56.69910 64.32086 72.22199
6.00000 44.28046 51.71176 59.49065 67.59497 76.00566
7.00000 45.47398 53.21634 61.32932 69.78990 78.57844
8.00000 46.19644 54.17337 62.54013 71.27307 80.35142
9.00000 46.59139 54.74925 63.31332 72.25906 81.56519
