generation,hypervolume
1,0.22020722650112584
2,0.22233017264362862
3,0.22286550405793337
4,0.2298712272386492
5,0.23270145176034968
6,0.23664779557754567
7,0.23936702951184083
8,0.24156484949702428
9,0.24218163660483805
10,0.24643774986410688
11,0.24853932783563829
12,0.2543531648342308
13,0.25795917562806236
14,0.2601280355828873
15,0.2624453783215192
16,0.2639903449061724
17,0.26513118030633015
18,0.2664827638113012
19,0.2677105640015478
20,0.268943906601373
21,0.27001920419716113
22,0.2706455211828555
23,0.27152863964576557
24,0.27205149729082534
25,0.2724939643128923
26,0.2734943601866301
27,0.2741425612514177
28,0.27524527086263884
29,0.2762025026128804
30,0.2766322454692858
31,0.2769152555820627
32,0.2772239494846701
33,0.27742299499673934
34,0.27791385659178636
35,0.27876860011689214
36,0.2790532298330185
37,0.2794453696284258
38,0.27981506105011933
39,0.28046815413851517
40,0.28082506093214005
41,0.2816678027441077
42,0.28197658899598926
43,0.2821834341971399
44,0.28268146087784896
45,0.2830349355167825
46,0.28327476657757705
47,0.2834038074560698
48,0.28353346096290205
49,0.28363022556479534
50,0.283728307016172
