opr,split,cr,far,p_ratio,ic_ratio,eta_th,specific_nox,thrust,bpr,bore,bpr piston,m0,T_in_piston,T_out_piston,T35,P max (bar),T max,T_max_twozone,piston_shaft_power,piston_indicated_power,piston_heatloss,m_nox_pe,m_nox_burner,core_power,core_power_per_litre,cooling_ratio,piston_fuelflow,burner_fuelflow,piston_fuelsplit,error,constraint_violation,is_feasible
27.468588055836324,0.484270331410466,13.561139942353119,3.592567074666797,1.0629098295841035,0.011398804277429897,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,False
18.609376365849812,0.2011756800186824,9.749421384878266,3.4351753874072073,1.2887495316756314,0.5433860175425403,0.5553724516018995,1.0912160969985327,27140.999999999935,15.854863126623917,0.20218990161363742,0.532174623017369,248.660000000516,602.1875210996993,1186.8660575950712,1027.5051661196246,142.45851490518834,2147.1764312415785,2770.2647747923156,4765848.6255628355,5334440.968121787,2171913.613146159,0.02961669608863711,0.0,8815381.04387188,56.57982286766867,0.0,0.3384586131738929,0,1.0,False,0.0021899016136374128,False
25.217911512058578,0.35618728704104563,10.816503057137837,3.2782753114285765,1.1023525196126613,0.9738552412004462,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,False
16.67548091021341,0.10940053040991399,4.723892265659326,4.948611639660301,0.9894989990475224,0.32213079320417937,0.5344273369904734,1.4068669537529903,27140.999999999993,17.58577452114338,0.17805017081942218,0.9249590491877565,248.660000000516,602.4480867501344,1528.8037572067399,1151.7592704896242,79.4183524724606,2525.3251334193988,2826.0874233901673,4269254.467458972,4612728.937587254,1941376.5783440433,0.0381837759918099,0.0,8939871.93254237,84.02392993004557,0.0,0.35194221541648835,0,1.0,False,278.8037572067399,False
11.418856895003975,0.11238496948402271,8.329984064379655,4.688435014641906,1.141823128398507,0.9847494372852713,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,False
10.574640979265908,0.17584236813506005,8.190547781242383,4.29248039409788,1.5571627393175405,0.31968979646702766,0.5533595521584985,1.2155394970768703,27141.000000000124,14.059963717713858,0.22693847763531322,1.134494500131964,248.660000000516,521.14628952534,1313.7895138937902,983.5095105307078,81.47293663231454,2288.9076167837993,2732.764647704223,4449646.335271626,4926358.343403902,1912358.9250891842,0.03299095749016349,0.0,8881154.327382648,40.31288524206191,0.0,0.33976567719783296,0,1.0,False,63.816452371425484,False
18.649518655808315,0.13507287079573266,12.811614749590339,3.914716418369364,0.9480830934207101,0.6036444763691112,0.5504723972792382,1.130145337443204,27140.999999999935,13.28731488205399,0.18902352849693377,1.0409246151357443,248.660000000516,610.961126282458,1187.9024518736726,930.5373709861175,191.3363013802853,2304.719317482135,2828.295014093894,5647013.635430354,6247448.976511732,2173223.6088947747,0.030673274603545925,0.0,8838893.04523869,69.43031859041743,0.0,0.3415960793836457,0,1.0,False,41.336301380285306,False
25.91149116857953,0.0160040782128984,9.009926043165263,4.370517624014857,1.5920175626796107,0.5839645435009667,0.5607790091603604,1.2319464796475772,27140.999999867978,27.685415677298263,0.16580470295972227,0.15518746588958296,248.660000000516,701.3479573620758,1445.5412756091184,1378.4413444990796,182.11543352285597,2477.28286085037,2888.3507846103967,4014219.417711172,4501796.455958389,2461965.1807716694,0.03343625940395225,0.0,8830247.792653017,102.77352038215172,0.0,0.3355903085797472,0,1.0,False,227.6567091319744,False
10.778245952846436,0.2232114537589513,6.0698976682264565,3.881166940565745,1.0507224596309224,0.1509701076574964,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,False
20.722886133591487,0.05019339711227466,12.04274275178729,4.818953118323524,1.5603227291242412,0.37473850501777617,0.573788670544646,1.1921774744731493,27140.99999995587,22.32659118856941,0.16541992537675118,0.6032535950411018,248.660000000516,649.1591084621385,1419.3087661044626,1212.098015925283,207.51174309416072,2554.450163235961,2892.7345816816483,4493996.2035492705,5000127.671205707,2256036.5137268566,0.032356888834623135,0.0,8837415.249027042,103.57636779007957,0.0,0.32786069175075916,0,1.0,False,226.82050919862334,False
21.915004917480516,0.33099135613723385,9.616385007785974,3.4126777449315484,0.9062105999096056,0.06789640356536919,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,False
18.696324567671777,0.21574681544018037,6.04472054071748,3.5891159501057137,1.3193603770580977,0.7209244666875835,0.5466148782569874,1.1744284927423119,27141.00000000011,17.66698267354725,0.20076276696047024,0.42248839158499024,248.660000000516,589.9406774038989,1277.1854526564841,1117.806160646648,92.78704775186426,2139.66885377161,2723.71069067581,4170736.228142677,4617568.53282762,2063244.5910463994,0.03187516372151922,0.0,8857335.129083622,58.07008158834183,0.0,0.3439179027836368,0,1.0,False,27.1862154234446,False
16.12791713278467,0.2021977323873827,13.050606625472792,3.761391053705892,1.3945608803838194,0.5105822466821824,0.5598169543767839,1.0651786596358197,27140.999999999716,14.70225613671471,0.20276767800507473,0.8151726282525783,248.660000000516,579.2840942306331,1190.7553636239822,978.2047556361969,169.76680418914148,2220.298940268689,2783.3659067497383,4927526.670401857,5548256.965150306,2186161.486254615,0.02891001400117548,0.0,8798734.572675908,55.99160414026788,0.0,0.33578295455066687,0,1.0,False,19.769571867146556,False
26.60123321986235,0.36033900573991096,13.528878511698121,2.6102293164559716,1.1089743958985376,0.4758040220637739,0.5280628550888556,0.9867904687059231,27140.999999999935,13.71851306934378,0.20364650476222831,0.26710772950927375,248.660000000516,648.0420566109703,1036.5113107443135,969.4890208368756,281.96773535681046,1989.0970458446996,2830.975311306412,5266358.613179636,6158314.73435591,2791743.131959351,0.026782480111147394,0.0,8612560.330990924,54.10037461319548,0.0,0.3561158759325497,0,1.0,False,131.9713818615727,False
19.87208995842936,0.3038380653588938,13.00829134735845,3.5831715152597363,1.55744289521671,0.7233834149872738,0.5589282377978353,1.0160417714888526,27140.99999999963,15.522362821837257,0.19011033672471717,0.6414786820053373,248.660000000516,581.4789898321163,1187.0268979324671,1013.0941155516037,202.40557804893868,2172.1928690272603,2779.0684293668883,4640771.9072091095,5270790.6878640205,2241502.523286758,0.027576389719978566,0.0,8735067.176792877,67.44471642132474,0.0,0.33616333647342733,0,1.0,False,52.40557804893868,False
13.575140313357352,0.3098627082979545,10.185117223577969,4.290213843911439,1.464652434649258,0.2986252025528,0.5609791138467237,1.1706684343128682,27140.999999885265,13.226138039428324,0.2023606108523207,1.290594302891444,248.660000000516,554.0170543504715,1292.0794020453486,962.3601279446813,123.63098903569379,2329.3122829030176,2775.5961680311616,4734539.763961355,5233109.153112864,1987708.8188052615,0.031773111975551244,0.0,8834972.935940726,56.562182046992184,0.0,0.3349915833278596,0,1.0,False,42.08176265620094,False
12.767694134321806,0.31769895708943185,4.091392118758274,4.365749793493668,1.251454174844842,0.997118661536522,0.5141780696903717,1.2951046661647492,27140.999999999847,12.949175527696548,0.21345008985610625,1.179768328361667,248.660000000516,494.6990119590733,1412.9902692769297,996.0516775605525,50.993771101625185,2244.3221021021204,2672.7943201985468,3907190.366893975,4282933.806560614,1876001.5175659256,0.03515043574437726,0.0,8850724.932882337,48.282382778296196,0.0,0.36533401947327315,0,1.0,False,163.00371936678576,False
29.68081294746961,0.11353931329163769,13.34953019208693,4.438452606914515,1.0652940591765747,0.6568532942055743,0.5652865770928289,1.1454141237965512,27141.000000000007,19.746381469258917,0.14956967870633056,0.6363066091578665,248.660000000516,704.2049786296849,1332.171766914659,1133.5401316271395,305.39091589402835,2530.25056880855,2939.965950239394,5216801.978388304,5787791.24643712,2361899.277980161,0.031087684733962208,0.0,8818361.41491737,139.81574747617708,0.0,0.3326708083487026,0,1.0,False,237.56268280868733,False
29.543420030965184,0.3657842574012047,5.051911974309752,3.501818317832948,1.2236520549766148,0.0007438894434061982,0.539416088592597,1.2798283715856045,27141.000000000022,22.78952955236314,0.17509852247678814,0.07498013001472881,248.660000000516,731.618014639641,1377.3418077251404,1343.2222730609942,114.84147794674818,2218.0569164648723,2797.8514442512856,3791224.2610739022,4223497.311495688,2550468.140257269,0.034735821833204915,0.0,8816158.169846622,87.12259564446302,0.0,0.3484155020319478,0,1.0,False,127.34180772514037,False
29.778778809208443,0.4388099705875475,6.389322682078357,3.8161325039378506,1.2303671843751505,0.3591089147932802,0.5507831742792343,1.211729276190354,27140.99999999995,17.601027493327695,0.1605748135495306,0.5304796362039199,248.660000000516,676.286639005522,1356.9109590590049,1169.5429248342218,153.33470710777883,2292.1186170199367,2816.3265918436105,4266462.053151085,4691157.336762965,2238446.196122351,0.03288754428508234,0.0,8789369.932043847,112.62228678161803,0.0,0.3410743859876367,0,1.0,False,110.2456661667837,False
20.5858490461666,0.28241155534186907,13.169039013741095,2.1884399674549666,1.3244566362101953,0.5036127449406888,0.5243929706803995,0.918088583198768,27140.999999999935,15.071086428788293,0.24847530981131635,-0.03380914380825822,248.660000000516,610.5248339628014,980.3039206629094,989.6641260006616,211.7869432380157,1822.2494911555757,2792.13350092497,4515576.770925249,5535716.259850573,2818169.044585081,0.024917842236597702,0.0,8616932.276786825,29.799009888049945,0.0,0.3586052374048603,0,1.0,False,61.86922769163528,False
13.205973856511095,0.07272273927813638,11.016249482237374,4.648718421083895,0.9230060675954,0.42802190146812014,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,False
