opr,split,cr,far,pi_pe,ic_ratio,eta_th,specific_nox
22.800847523098124,0.3563811155557379,8.8473114757585,2.8943257034120475,1.5981372098607833,0.9998725586682631,0.5493078572840865,0.9255261644122446
20.21508465652061,0.2575736847879234,9.378590193927359,3.6496586178685866,1.5990298279634831,0.9988895615356567,0.560631609237783,1.0638870095180966
19.541181914481214,0.31517005124109115,9.836471566889085,3.2771272830188987,1.5997438437127502,0.9998757093977622,0.5550955071877806,0.9734674280421404
19.17458358691724,0.29086359882376644,9.735745472142499,3.661292655802229,1.5994814757820186,0.9999858063046476,0.5600086259724676,1.041271994141518
19.57184693484989,0.3302450300137967,9.609639953955483,3.2771272830188987,1.59980146301492,0.9993233936455762,0.5544183830848546,0.9697284010461283
19.17458358691724,0.31615751054339175,9.735745472142499,3.6024168267773176,1.5994814757820186,0.9999858063046476,0.5585895805861804,1.0221602884422287
19.57184693484989,0.3412863390021075,9.821225914794336,3.2771272830188987,1.5993024583583813,0.9944992747829032,0.5540453853908992,0.9630938277273938
19.697442842566524,0.28026496330711365,9.574707109165066,3.643709539168524,1.5997121282663533,0.9983561868903121,0.5602560289716836,1.0480096964445518
20.299646528968456,0.2592909258985655,9.378857682907299,3.6315267404251923,1.5997953115362697,0.9992642798052859,0.5604745730573,1.0608158182093381
19.945237011073655,0.31502779353171756,9.430811628382838,3.4857353393173858,1.5998721981399195,0.9995059322731824,0.5576345305247125,1.0128337472578965
19.25462875394691,0.2955687312469327,9.743587550177573,3.497865246026945,1.5994390622244192,0.9988444345818084,0.5580912007488475,1.0157134264221623
19.17458358691724,0.29086359882376644,9.735745472142499,3.6024168267773176,1.5994814757820186,0.9999858063046476,0.559344048258204,1.0328070766914699
19.17458358691724,0.30232431204525567,9.735745472142499,3.6024168267773176,1.5994814757820186,0.9999858063046476,0.559050391209178,1.0279756261824013
20.385821213831644,0.3216550683576264,9.557958263687024,3.1656945708129864,1.599604736780815,0.999739130623758,0.5537935498102412,0.9616332006465667
19.756935204291864,0.3232390970694159,9.695271458529197,3.3189478479999623,1.5998659006019418,0.9999327826904189,0.5554098871932356,0.9791824672289334
19.12423795273584,0.29086359882376644,9.735745472142499,3.6443060761697192,1.5997046734705203,0.9998641784740211,0.5597781990129617,1.0386924483791802
19.726840149276292,0.3016044709378574,9.562036938788184,3.563791804491542,1.5999938823612898,0.999721425289214,0.5589071632440064,1.0273872017578198
19.18864055087967,0.26512513666956405,9.732219379107761,3.6623276214525338,1.5994814757820186,0.9999073188422228,0.5604310044622351,1.0526930406442934
19.68197393925087,0.3273969619580275,9.735745472142499,3.365405789015222,1.5993020378467244,0.999984124191383,0.5557898164800608,0.9835533704094166
19.724786019268162,0.3378820401838966,9.60277385707411,3.281867542599132,1.5995677360150335,0.9992708301483227,0.5542468485887677,0.968080799182867
21.727529783021826,0.3608236487298941,9.140114912748748,2.9967350434550974,1.594343411071034,0.9999423566247978,0.5502366132504815,0.9300755866119131
20.3974742903388,0.3283461119880057,9.529789922220168,3.1656945708129864,1.5999155974257981,0.999942939710314,0.5535537859888671,0.9589191615767058
20.002629688749174,0.3158689729833892,9.405545668511968,3.43740676415789,1.5997429920766542,0.9996847370167843,0.5570532191416506,1.005844588242706
22.79294275217048,0.35493476538233115,8.854241013744753,2.9184157792998158,1.5997619444620845,0.9999179199895663,0.5497418123422295,0.9296596848760803
22.79294275217048,0.3553796583090057,8.809541792942305,2.9101221978365066,1.5994805315803526,0.9999366075697215,0.5495672376509475,0.9285695999253213
19.17458358691724,0.2803228227072894,9.735745472142499,3.6024168267773176,1.5994814757820186,0.9999999754596239,0.5595472351785452,1.037389570106012
20.491378467567525,0.3318348985147977,9.510661547831248,3.1656945708129864,1.5925614531811536,0.9999562550716751,0.5534106297962947,0.9583645224945107
19.699455138950864,0.27886174814491815,9.574707109165066,3.643709539168524,1.5999391816400526,0.9941762356349347,0.5602789639721785,1.0491366529451263
22.773937485973462,0.3563811155557379,8.848203972932836,2.8999110373849204,1.5981372098607833,0.9998669467876128,0.5493809304181576,0.9261863431525483
21.14694024837546,0.3500183539017916,9.309008960135483,3.090053806970543,1.598919228673949,0.9986306620438588,0.5519049086885754,0.9443095514562019
