nan 6.00000 8.00000 10.00000 12.00000
0.00000 2047714.20013 1961854.43779 1960180.18908 1996479.02042
0.10000 2084057.76502 2014349.82483 2027475.82974 2078304.54182
0.20000 2117291.32954 2066658.23616 2097901.58057 2166773.73427
0.30000 2168587.36873 2141789.75143 2196741.11195 2289823.09744
