nan 6.00000 8.00000 10.00000 12.00000
0.00000 13.77888 13.79279 13.77919 13.75305
0.10000 13.66804 13.70893 13.70844 13.68834
0.20000 13.43425 13.49261 13.50044 13.48371
0.30000 13.21306 13.28114 13.29185 13.27401
