nan 340.00000 345.00000 350.00000 355.00000 360.00000 365.00000 370.00000 375.00000 380.00000
16.00000 185.99451 186.64178 188.44101 191.35789 195.36098 200.42877 206.55709 213.76576 222.10451
18.00000 182.82108 183.47006 185.24919 188.12545 192.06884 197.05767 203.08884 210.18242 218.38796
20.00000 180.03166 180.68173 182.44319 185.28373 189.17384 194.09355 200.03988 207.03352 215.12317
22.00000 177.55030 178.20172 179.94723 182.75594 186.59925 191.45781 197.32903 204.23353 212.22104
24.00000 175.32263 175.97402 177.70515 180.48533 184.28661 189.09042 194.89515 201.72069 209.61745
26.00000 173.30618 173.95776 175.67582 178.43018 182.19352 186.94796 192.69181 199.44633 207.26158
