generation,hypervolume
1,0.0
2,0.05478726785388178
3,0.05478726785388178
4,0.055306246914330885
5,0.05568903883770655
6,0.056847042394641716
7,0.057418852558924614
8,0.05881539906205156
9,0.05953283807025563
10,0.05993008039462143
11,0.060250889597978065
12,0.06064705767957709
13,0.060651158528718656
14,0.061053044830047865
15,0.062479687834706754
16,0.0625168253522617
17,0.0626312732625606
18,0.06275464674979156
19,0.06413988575905026
20,0.06440900194525824
21,0.06541086664860167
22,0.06541706880552955
23,0.06549802502248982
24,0.06577504139924074
25,0.06720440991280371
26,0.06722463002071195
27,0.0672316179633467
28,0.06728267959747973
29,0.06730926573097512
30,0.06737029326380674
31,0.06800097878837537
32,0.06800784387919658
33,0.06829446409590197
34,0.0686932830413675
35,0.06972625976123634
36,0.07037845357255061
37,0.07127771544492463
38,0.07128285770563614
39,0.07128441158475832
40,0.07129232448519791
