phi_sc  value
20.00000 1.15890
25.00000 1.17914
30.00000 1.20021
35.00000 1.21679
40.00000 1.22344
45.00000 1.21685
50.00000 1.19635
55.00000 1.16282
60.00000 1.11767
65.00000 1.06256
70.00000 0.99904
75.00000 0.92813
80.00000 0.85072
85.00000 0.76702
90.00000 0.67578
95.00000 0.57506
100.00000 0.46114
