phi_sc  value
20.00000 74.10317
25.00000 74.00875
30.00000 73.74213
35.00000 73.31636
40.00000 72.74616
45.00000 72.04650
50.00000 71.23219
55.00000 70.31746
60.00000 69.31555
65.00000 68.23862
70.00000 67.09738
75.00000 65.90124
80.00000 64.65970
85.00000 63.37999
90.00000 62.06872
95.00000 60.73185
100.00000 59.37449
