phi_sc  value
20.00000 53.97724
25.00000 54.01907
30.00000 54.03031
35.00000 54.01276
40.00000 53.96820
45.00000 53.89821
50.00000 53.80422
55.00000 53.68746
60.00000 53.54896
65.00000 53.38957
70.00000 53.20975
75.00000 53.00992
80.00000 52.79037
85.00000 52.55111
90.00000 52.29203
95.00000 52.01286
100.00000 51.71329
