phi_sc  value
20.00000 2428.03069
25.00000 2385.88670
30.00000 2341.38653
35.00000 2296.15026
40.00000 2251.30926
45.00000 2207.64857
50.00000 2165.66609
55.00000 2125.69530
60.00000 2087.91019
65.00000 2052.41018
70.00000 2019.21051
75.00000 1988.30019
80.00000 1959.62367
85.00000 1933.10706
90.00000 1908.67794
95.00000 1886.24408
100.00000 1865.71444
