phi_sc  value
20.00000 89.55965
25.00000 88.87108
30.00000 87.78364
35.00000 86.33632
40.00000 84.57275
45.00000 82.53743
50.00000 80.27427
55.00000 77.82515
60.00000 75.22892
65.00000 72.52077
70.00000 69.73244
75.00000 66.89125
80.00000 64.02290
85.00000 61.14805
90.00000 58.28496
95.00000 55.44942
100.00000 52.65444
