phi_sc  value
20.00000 0.36688
25.00000 0.36011
30.00000 0.34911
35.00000 0.33424
40.00000 0.31589
45.00000 0.29449
50.00000 0.27041
55.00000 0.24406
60.00000 0.21579
65.00000 0.18592
70.00000 0.15476
75.00000 0.12256
80.00000 0.08957
85.00000 0.05600
90.00000 0.02203
95.00000 -0.01216
100.00000 -0.04644
