generation,hypervolume
1,0.16928184595063178
2,0.1697845145575727
3,0.1885623004560412
4,0.19478337226197795
5,0.21521397780439244
6,0.22103440333250587
7,0.22248722494276962
8,0.2306401115088948
9,0.23320833273062852
10,0.2381723969836728
11,0.24006964966381794
12,0.2443486728949647
13,0.2457935177151851
14,0.24828291762500837
15,0.25085614325690125
16,0.2515097201868387
17,0.25313028960571676
18,0.25415010596274
19,0.2546247477573685
20,0.2553482601162861
21,0.2567786801759995
22,0.25870815413134884
23,0.25902788438732455
24,0.2599992226861317
25,0.2612243435385371
26,0.2615440473617824
27,0.2618546225029017
28,0.2620682026847082
29,0.26256828221890144
30,0.26304389599161715
31,0.2632797507911864
32,0.2638614152481452
33,0.2639713971666688
34,0.2645372448163906
35,0.265098975348665
36,0.2654990356734458
37,0.26565366584155875
38,0.26582145186664874
39,0.2672705176241833
40,0.267706624708567
41,0.26784004422369456
42,0.26798420680048124
43,0.26811835357208974
44,0.26819966885096114
45,0.268340925852368
46,0.26847678267549985
47,0.2686470182181664
48,0.2687190887154613
49,0.270166441706138
50,0.2703953801761754
51,0.27060133043048773
52,0.2706338097004302
53,0.2706830045716876
54,0.2707392769665212
55,0.2707467774334988
56,0.27090503380768316
57,0.2709761116407722
58,0.2710031442138458
59,0.27119791457657455
60,0.2713150853277182
61,0.27141172607388275
62,0.2718811931773155
63,0.2721547118512482
64,0.2722934213046163
65,0.2723859689491526
66,0.2725151975866915
67,0.2726223773201418
68,0.2727400067211284
69,0.2728885709026362
70,0.273213090574127
71,0.2733117436650919
72,0.27335740406451586
73,0.273437221962873
74,0.2735743045855201
75,0.2736424671087594
76,0.27382750147919827
77,0.2738984815925355
78,0.27394282185336316
79,0.2742594192177105
80,0.2744053332065864
81,0.2745036821484382
82,0.27456265909155975
83,0.274592711566339
84,0.2746203172550542
85,0.274610214579762
86,0.2747931841045027
87,0.275044083706296
88,0.275060802935573
89,0.275086385594662
90,0.27509810365931553
91,0.2751099454650633
92,0.27510456788180687
93,0.27506146963185074
94,0.2751105746566799
95,0.27511186162592083
96,0.2751179671429781
97,0.2751208595653334
98,0.2751797099271147
99,0.27518869574999794
100,0.27519674202344624
