nan 0.90000 1.20000 1.50000
0.00000 1194.53152 1232.60514 0.00000
0.25000 1180.74111 1217.77325 0.00000
0.50000 1166.85958 1202.84661 0.00000
0.75000 1152.88261 1187.81898 1225.90832
1.00000 1138.80377 1172.68634 1209.63265
