nan 0.90000 1.20000 1.50000
0.00000 29.97467 31.50313 0.00000
0.25000 28.74229 30.37045 0.00000
0.50000 27.43074 29.09250 0.00000
0.75000 26.03496 27.68543 29.40789
1.00000 24.56668 26.15757 28.00723
