nan 0.90000 1.20000 1.50000
0.00000 73.22133 67.71871 0.00000
0.25000 76.31304 70.69338 0.00000
0.50000 79.65955 73.91541 0.00000
0.75000 83.29339 77.41649 69.90499
1.00000 87.25278 81.23427 73.42761
