nan 6.00000 7.00000 8.00000 9.00000 10.00000 11.00000 12.00000
12.00000 36.61627 37.99217 38.97471 39.68018 40.18247 40.53067 40.75932
14.00000 42.11873 43.65269 44.73671 45.50467 46.04104 46.40230 46.62764
16.00000 47.46984 49.15174 50.32895 51.15201 51.71611 52.08456 52.30147
18.00000 52.68295 54.50418 55.76712 56.63897 57.22510 57.59565 57.79947
20.00000 57.76906 59.72172 61.06392 61.97882 62.58197 62.95020 63.13682
22.00000 62.73716 64.81427 66.22974 67.18245 67.79813 68.15991 68.32574
24.00000 67.59497 69.78990 71.27307 72.25906 72.88295 73.23446 73.37639
26.00000 72.34853 74.65549 76.20137 77.21630 77.84464 78.18311 78.29769
