opr,T4,split,cr,far,p_ratio,eta_th,specific_nox,thrust,bpr,bore,bpr piston,m0,T_in_piston,T_out_piston,T35,P max (bar),T max,T_max_twozone,piston_shaft_power,piston_indicated_power,piston_heatloss,m_nox_pe,m_nox_burner,core_power,core_power_per_litre,cooling_ratio,piston_fuelflow,burner_fuelflow,piston_fuelsplit,error,constraint_violation,is_feasible
18.34044009405148,1432.194696065295,5.718740867244332e-05,7.325658298950238,2.440267672451339,0.9554031568612787,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False
16.911214540860954,1238.060484538402,0.2694083670016785,8.611139658436244,4.055658501190278,1.0226713498389104,0.5121684471832182,0.8251883727441701,27141.0000000128,17.613209825197007,0.1530286532802582,1.4583207463962586,248.660000000516,551.8724196984172,1232.4644671629433,877.3843014927495,128.62641808103146,2269.789381333427,2764.1749594422595,3458754.668013386,3772248.737109841,1259263.9119226364,0.0214141430138227,0.0009822946108373,9037646.38877556,133.79378899519696,0.0098480253920815,0.2255234516082244,0.1417524516422629,0.6140436919827387,False,0.0,True
10.547751863958524,1402.2805061070412,0.2086524011835634,10.145588112903267,2.421160815785701,1.0188608934509271,0.4529553812455117,0.4112913809862965,27141.00000000008,18.18147734704433,0.211272785961956,0.814332096675906,248.660000000516,500.6897319002731,911.7022940563028,756.0560081903957,81.7703168958228,1748.2436384857508,2650.36646255404,2769640.9252191703,3185035.5134139047,1019788.5733758346,0.0103267667860807,0.0008360925852683,9185160.186139297,51.67195983735376,0.0479747799085138,0.177016989313434,0.238724359000487,0.4257863453595448,False,0.011272785961956,False
29.36523151438795,1188.0545068955455,0.346161307834657,13.640280675256422,4.683819990511542,0.9510265268218668,0.5518389269647465,1.0782088433946952,27141.000000000007,17.951753436333004,0.1357445431945264,1.1460023481393202,248.660000000516,725.1318145122232,1360.6150764388278,1068.709705321094,323.3785143140961,2613.324519920686,2974.4346794478915,4725379.726449431,5224344.324738841,2098129.921850892,0.0282156327138415,0.0010480335047339,8874492.886268998,188.2241226202388,0.0,0.2930291030067216,0.0475654565467206,0.8603458123080876,False,283.9935907529239,False
13.396608391291378,1526.885502057648,0.049173416916525,8.632183875055574,4.873668590451506,1.2198991709838105,0.5039512503309974,1.0199375711983891,27141.000000000186,23.149640708857675,0.1607636323652216,1.241778645997447,248.660000000516,567.0524722286184,1382.994451307132,1044.2775717921002,108.8025394379967,2492.83788321363,2819.133735754036,3292579.55958925,3598947.172772778,1348399.7574979097,0.0247600133543691,0.0029221122655265,9242479.89550048,118.01139948741226,0.0877795201163409,0.2290565642606344,0.1454261915970768,0.6116611797945295,False,132.99445130713207,False
16.31031262012126,1411.9005566089502,0.4173128359486864,4.20117105078611,4.250432944834902,1.4933166533438968,0.5084458664805159,1.0833585799072412,27140.99999999995,21.0438861346742,0.1773537397177607,0.7392152277194056,248.660000000516,528.8705412501014,1425.7324899261498,1154.1831741855217,62.41815342854783,2217.6915735123466,2668.2634258451803,2718401.507582804,3022565.2437260146,1672671.0172689357,0.0260656523437814,0.0033377828734809,9008545.745625282,85.67073908312959,0.0580049027177147,0.2820861938791761,0.0874823136297128,0.7632852587483832,False,175.7324899261498,False
15.608879841288104,1473.567597070893,0.051613003288821,8.926828787934957,4.725786509279287,1.0761684890242078,0.51328670282145,1.0090340747167754,27141.00000001415,22.768881605225527,0.1529930458472225,1.161531639612072,248.660000000516,595.5737630495049,1361.0974284903562,1040.8848571792705,129.7251125275474,2487.2667276077177,2840.420262227485,3495160.985766224,3810997.552656983,1397653.8896824652,0.0247952238512832,0.0025909699706189,9187003.357682358,136.09986033985055,0.0748984949208714,0.2340420557009668,0.1331709754554548,0.63734681463761,False,111.09742849035617,False
12.600571442365553,1011.6201747221784,0.3394177664699455,6.32790927600065,2.796639978116678,1.194943895568203,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False
21.482352109840264,1088.037144943486,0.2946527684516421,11.697341960230244,2.3070032864834777,1.148433592691741,0.5220150658148911,0.787801869742114,27140.999999999964,16.267998642101706,0.212655790312188,0.1590693970729708,248.660000000516,598.5604772988956,972.0149573911192,930.5944491801137,188.56185946791385,1833.9320317379345,2762.09769243084,4215566.650567935,4941579.100732586,2131552.188225855,0.0207682780430623,0.0006134525036083,8769169.59901728,48.37552699859259,0.0,0.2932830190729048,0.0665779701915223,0.8149897538835457,False,38.57451525822601,False
18.28358539053805,1029.9720753676522,0.2679482029577558,11.301741097417676,3.5446673361749257,1.4667568535944882,0.554384074754272,1.0467562776370405,27141.000000014967,15.6721398539914,0.1979358021097044,0.6242225644053978,248.660000000516,585.890644523681,1192.00966053633,1016.5531335496208,163.0004532827788,2163.2872150241824,2770.321722756357,4597953.563379905,5187461.239094086,2172316.36506587,0.0283266565028661,8.335562849638265e-05,8785568.240933554,60.102933186624455,0.0,0.3330648096273462,0.0059000353355779,0.9825939609276494,False,13.000453282778809,False
28.06803830575767,1082.4848224877426,0.0696381736253792,12.88130417580476,3.193030510956601,0.9992125182701596,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False
