opr,T4,split,cr,far,pi_pe,ic_ratio,eta_th,specific_nox
21.56846398073602,1082.6144658914745,0.24960785980437133,8.859770469322264,3.429622326194236,1.476701404310803,0.9084918220478615,0.5544561665958467,1.0694463218478558
10.03132830650098,1587.5655632158755,0.49858847462028816,8.273529895797354,2.0319155795802635,0.9939681080019667,0.9999122100919384,0.4109851188675959,0.14791327461690087
19.625127437628933,1199.9313818612502,0.3771462509217409,10.256403575792792,2.6315381868883185,1.4984609179440571,0.9958270853165013,0.5314367968042905,0.6422375849274066
11.857660743278654,1360.2108404248036,0.4923304374379101,9.53357927226862,2.3457076783850392,1.3795053528116177,0.9118290607714739,0.47655176790909926,0.301148452425601
10.022029728105572,1587.5273667797005,0.49993726323343196,8.240285590556322,2.15002071496399,1.1659328365191686,0.9999122100919384,0.43073138554032014,0.1724291600127146
14.071876096235677,1333.5545849900159,0.4791267505692438,9.538391281134345,2.540140156954295,1.4413313443072746,0.9087027734151917,0.49634771326848,0.39354537618787316
10.097046794577958,1446.0352034162634,0.4931811950243374,8.851848342211214,2.333337509820976,1.4995542781144022,0.9958208009758567,0.46646524799432565,0.24637373364647464
18.032643636589572,1200.3933363394042,0.3740670864665811,9.656644612735782,3.1602628191845095,1.4873451064695966,0.9954660416753786,0.5330312618823239,0.6878495204640929
21.751530140152862,1171.2100206881817,0.2766743598247951,8.76047004996532,3.3931009283941767,1.4972015279720254,0.9081741958642621,0.5504309536532291,0.9823599677691301
10.162514740565218,1590.63001719027,0.49730381898117926,9.085064977634609,2.1972302967122515,1.0798450103114932,0.9984010914344456,0.42303259113630287,0.16656587817922744
19.378417128398823,1159.1927507660555,0.3740670864665811,9.664177684752437,3.17177191551537,1.4876649176499928,0.9988053217916613,0.5379527649329144,0.7425177555336534
10.05730333664059,1498.2220143786683,0.49849929154560957,9.649056670704104,2.2482568003888828,1.4996569979678522,0.9977015696254581,0.4628260934685188,0.23337727038482442
