opr,T4,split,cr,far,p_ratio,IC_ratio,phi_sc,m_wiebe,phi_cd,eta_th,specific_nox
11.385041400196709,1214.2423770117273,0.40641477508185314,8.704753163303057,3.799563312630339,1.5553451548324204,0.8212276083065595,370.42060479921133,0.5321447387554932,45.21541002035211,0.5096862939359458,0.7469273603283482
13.382021267307668,1526.0205581089813,0.45459123188042433,6.172861784138726,3.3245892281079192,1.547308927523103,0.8453451587639734,346.73101221468977,3.492360333071425,68.47012755776417,0.49205404449082707,0.44152459509868275
19.056858650928007,1211.787019566637,0.3239605425202674,8.073861912868388,3.3772789336742943,1.2277504110125583,0.10068349752297878,366.4520642810694,1.3120322864120673,64.46713237479585,0.5306776838127998,0.8809216678507843
11.385041400196709,1218.0861282350604,0.40584255806259284,8.704753163303057,3.7966810074365043,1.5553451548324204,0.8212276083065595,370.89446736556613,0.5321447387554932,45.21541002035211,0.5093428320068318,0.7397902674962944
10.211598138766915,1487.4157806737405,0.07723394672364023,14.612221000899133,4.314327033691047,1.6795791306759522,0.6096147983345592,374.90508732576745,0.6170348154933637,66.7245231027621,0.5018765629268134,0.6623067173240547
11.385041400196709,1214.2423770117273,0.41756833213923616,8.736468600669848,3.725747076184133,1.5553451548324204,0.821222450419721,370.42060479921133,0.5321447387554932,45.22773456964851,0.5084132698656646,0.7212459174333419
14.13011563511606,1211.787019566637,0.32459133463549833,10.818171985525202,3.3772789336742943,1.2277504110125583,0.10068349752297878,366.4520642810694,1.3120322864120673,43.8946860969134,0.5190150479682674,0.875752901004408
13.651668495538672,1526.0205581089813,0.432147612207352,7.192899244139449,3.411028193752675,1.547308927523103,0.8453451587639734,346.73101221468977,3.460284577968349,68.47012755776417,0.49654009700746654,0.4651204568805748
10.578357242545437,1494.4494640057349,0.4740897008766825,9.8911421520209,2.7863174234572137,1.179877683404662,0.5534854923200385,374.49347142003154,1.2914812235735942,45.81094301292731,0.4514529428149621,0.26702175897369895
14.845583738015346,1560.5288142543043,0.4638786831277592,9.995284944112015,4.332158545509506,1.5574251993792374,0.6096147983345592,346.237483149203,3.4368876975626037,68.39894120012139,0.5074044069106891,0.6838050576564954
12.546165068024857,1494.4494640057349,0.4740897008766825,9.442003160880923,2.7863174234572137,1.1630941901566374,0.560285793473787,374.49347142003154,1.2914812235735942,46.770604321312135,0.464463028733407,0.32066585266663145
14.449314281847432,1468.514076454651,0.379890612821321,9.921715228402364,2.951630494810399,1.4125563956683318,0.49977520982406226,369.9283649540976,1.7079754104584204,46.12697672200958,0.499543903633788,0.5839413662652234
20.813364357268092,1194.7740791548533,0.27106637936141315,5.390409253820825,4.014086933549348,1.485984131649931,0.9158627936410317,341.2584835964241,1.9586112069719706,33.002013290000264,0.5422818611149114,1.3252571303983507
11.391079106662119,1214.2423770117273,0.40612612547396204,8.667754771303711,3.799563312630339,1.5553451548324204,0.8186547113004689,366.1064143790554,0.5321447387554932,45.21541002035211,0.5103080848087823,0.771425042931878
13.651668495538672,1573.4064982951456,0.43257014034689634,11.12443449473009,2.6423712690574326,1.547308927523103,0.8422578397036,345.4164507620203,4.476129657580913,68.47012755776417,0.4893317157540171,0.33508258839806065
11.547174043067782,1575.767629572819,0.4583351578142445,9.008352094570828,2.9605767753565564,1.2610442445326142,0.6123295308933967,371.1928637744585,1.1947264499498467,52.69392044130002,0.4632352090169792,0.3003298659724554
13.06447954710344,1560.9118802496644,0.3778458992601318,9.58031053283776,3.9658847853906236,1.606411906378354,0.8212541419585659,361.7928975847266,3.5517402028730802,62.24755510947289,0.497145036556621,0.5420638753609112
27.486476418054984,1246.4934425262104,0.41180350517071646,5.459755785566997,3.2492111393587826,1.409152886906445,0.8440964317262847,358.17801943852305,2.226234106339918,59.03464204966856,0.5327931055551297,0.8906701879589994
16.77102149348393,1073.7096987288382,0.18487413442853057,9.857220995265788,3.974333318589421,1.0377383574958554,0.35875762376567405,362.02036306923765,2.8593640653650296,31.34787191921159,0.5389844739659785,1.2451507059497202
