,p_in,T_in,cr,bore,far_goal,PI,v_mean,T_fuel,T_out,eff,air_flow,p_max,T_max,power,heat_loss,p_tdc,nox,far_avg
4503,1116410.528586917,507.6028859206508,4.71098104152935,0.1772176946533754,0.042197023362307,1.3387591459249482,9.468329299812314,351.8716000628078,1328.042249889335,0.3040027788954784,0.4085356979924793,18344097.22996101,2256.0442959645925,225517.32070265472,95713.68422925971,14521934.651272995,1773.2615882179416,0.042197023362307
4508,977578.9943165282,700.6169265752133,7.318775576960718,0.1084145656305372,0.0562373445684414,1.0057216820818733,8.348121687677246,295.2915438535875,1495.9878520727557,0.3643053783185514,0.0941317530432905,25676336.75526054,2861.011317471848,82988.33616907253,40781.38650120009,21430728.223006006,2778.295744642741,0.0562373445684414
4511,2987631.2091879607,989.7114571498436,4.5637292461827546,0.1297624943233328,0.0320635504670114,1.485052513108592,8.821379758854624,287.8049978397115,1501.1181712889638,0.1854066986661022,0.2807704505590706,28979518.56190359,2352.0650382974213,71825.54879618277,115901.71290276732,26009752.367874093,1423.2023257944822,0.0320635504670114
4517,1422960.5544531618,812.1431456447642,4.922557691177353,0.1139870407003976,0.0528483171174889,1.469187851402439,13.573822058641753,502.6219536945008,1708.4730972330894,0.2580994817235878,0.1923594345421866,20040227.828617457,2798.221299060149,112907.3744947305,85146.65805063602,16588259.978103884,3133.586345449056,0.0528483171174889
4518,2254973.272651522,699.7579827735303,5.276864346994154,0.1615133798624046,0.0461445095852654,0.9453393930837374,13.4246748997929,226.52871788274496,1478.0719434932316,0.338356991472119,0.7764458339269699,37669080.09575965,2591.58167314359,521671.2172762578,201912.13326504503,30926127.79330558,1914.099937423088,0.0461445095852654
4534,2437359.12365998,920.077464378964,5.352071325728422,0.1890833628928109,0.0250003089500595,1.2151717300255431,13.728076326699638,456.5658091360756,1312.1631260584625,0.2729430624823009,0.8665218662586583,28454524.193844117,2204.727468855445,254441.2287499873,233694.56860465027,26100707.272545543,1141.7075009653597,0.0250003089500596
4540,206826.5193070884,434.4597818762028,5.88409555763846,0.1171492656570321,0.0505355410185888,1.1835917684489612,14.314274679638164,455.15249544409255,1324.35301809354,0.3504930259912172,0.0603358843532624,5501881.284869012,2462.229877059109,45987.78635466343,18380.4526434513,4274075.868252388,3733.792968411482,0.0505355410185888
4541,925552.9322230242,640.0990118900995,6.526962571484499,0.1428433436513522,0.0551793707123808,1.3413399250102636,13.736504407329008,360.17674745477007,1547.9876003982286,0.3311549928141153,0.2615407968564648,21832993.666241582,2776.9772873093,205654.4044953457,93260.65567021574,17916746.611039076,2989.3302510970407,0.0551793707123808
4546,892554.4090278961,404.5450784421628,12.840128511695529,0.1844471511388166,0.0270107071383971,1.1060696878457286,11.96790344182782,509.1259355783226,829.7365459116758,0.4881006712767645,0.5967528411367756,45535429.6124052,1867.967806802788,338555.89207339095,76580.6742326423,41366406.83923352,946.0192064485042,0.0270107071383971
4547,620077.7186478926,319.9720578184699,6.744119898218926,0.1344983874921436,0.0452700918069142,1.0957198565526134,9.062909889336773,546.1863925795643,1154.9580562164174,0.4039887427004016,0.2065117141126012,23184400.15194221,2248.072769989033,162523.38242803252,38736.6982074716,17852334.783874765,1835.895155809073,0.0452700918069142
4548,1698824.0279471476,920.463650472473,5.1037778898965485,0.1160260575530801,0.041848825279807,1.0941771466404049,12.944969005781063,222.50851523794617,1539.6712413604998,0.2967808195497819,0.2192179187775898,22032225.58224242,2629.0460665030528,117161.7024624374,84634.58510174204,18993793.244370777,2349.8832868653144,0.041848825279807
4557,1184691.9907742627,751.5412366360962,9.456897260130887,0.1873096247738644,0.0279319481309371,1.3165093898107778,9.810313727356451,447.45171369768815,1146.7358070882267,0.3474279679798753,0.3631925250978597,30525368.81443037,2240.077710747952,151667.8138536639,104656.75234170644,28421359.40615541,1208.1522705271896,0.0279319481309371
4569,3358928.173751847,853.297845349923,4.227779460427151,0.1353445326575699,0.0538884730599159,1.0054958767025328,11.89750818994978,394.6086978954377,1761.619367977624,0.287156637463775,0.5876409359332242,40751456.98547515,2877.6467874907976,391306.7152766744,210247.9977485009,32955213.965692997,2157.849146761422,0.0538884730599159
4571,1564685.178450846,842.4166695659433,7.360807715560645,0.1831306810393489,0.0628149633694464,1.1251548432905845,13.096481825725036,427.09373279110855,1752.1539518186923,0.3476585401447892,0.551306707175178,38424027.34647279,3197.1131899695183,518083.5598405359,241924.5687777565,32510625.869386338,2775.653488845461,0.0628149633694464
4572,2205755.0658418075,695.8590891316987,5.18639305853376,0.1271548777166832,0.0389926704967746,1.4866690372585436,12.92168666328275,498.01094588779046,1423.7847658090811,0.2745010897628221,0.4115660482468002,32121654.968587484,2361.860821063162,189564.5462300316,116076.06061025934,27177816.396792304,1841.3063565269683,0.0389926704967746
4581,334927.45987863257,364.95753979169126,6.462729745337601,0.137733355251946,0.0387163842536113,0.9708641797926766,13.498360860532705,222.51163645613389,1066.076689110973,0.3957674249851398,0.1559831700209707,9948874.020565731,2077.7012224364425,102849.71698251105,26727.276693800763,7879939.204512897,1960.9107005703331,0.0387163842536113
4584,3278726.9536312325,554.9378687756305,4.137927336152502,0.1967230578658784,0.0366046057779016,1.4997594165691,9.98739522947573,404.7720181916445,1335.580152986373,0.2579253487532659,1.3482699947268455,39605190.29298505,2116.073624170282,547768.6235254605,266943.5550275407,32155674.34296549,1202.2123637935888,0.0366046057779016
4586,2609725.4851321606,595.5059334982966,5.766535121050072,0.1787758523222839,0.0338704810319676,1.3869001211570553,9.455668078425203,307.79439968799574,1230.335128065905,0.3175074724116349,0.8441271552651347,45054902.69699406,2140.1743087823784,390637.2994310941,170663.5726719405,38348852.51282207,1148.8070193693168,0.0338704810319676
4590,3238814.722615618,527.125097284131,5.058264499786833,0.1744554616181828,0.0293962912591377,1.2157744518572728,9.148825836711708,406.4116894462735,1113.2637978893997,0.3334500161077145,1.1109556059919663,49361571.86114353,1928.3677559111457,468608.8769800427,161248.7615293426,41302638.81148557,912.7803427437548,0.0293962912591377
4591,647341.8976707634,622.5198391303344,4.862736399841777,0.1297050743039542,0.0510998025501635,1.2798890664487523,11.243926095007753,335.55011073903086,1509.6435033982054,0.2947758045067666,0.126199869721087,10649420.656318745,2584.10182317454,81801.35242892223,46061.88436708471,8477526.484618466,3085.350695030432,0.0510998025501635
4594,1641848.896548146,511.9200170437159,4.415974046162832,0.1445924353675981,0.0237719827087139,1.4256335595379972,8.990633489416698,432.2485610868448,1025.4891157501531,0.2740996434604276,0.370540738867685,19319789.97065252,1684.6696941711764,103896.36697800751,54946.7867753865,16437863.602890749,933.9522873618696,0.0237719827087139
4596,2263103.054270555,394.7730841500381,6.200176717339016,0.1675714715320538,0.0287979209797734,0.9919297241278338,9.44899781861859,447.3547360448328,951.7109151487258,0.4108411093240023,1.0202529853536328,53211620.87591972,1818.4327010461973,519437.6501094654,102568.46313931528,43743631.81661952,850.5712825184638,0.0287979209797734
4605,1265886.7143649985,295.4603973247515,5.921096131650366,0.12333424899434,0.0626569740972315,1.291832455321267,14.243026499407229,399.4910857703736,1485.7228957045468,0.3598925096667792,0.5702845570603309,50416696.89744268,2682.973826557534,553381.1465999477,120161.10403359214,36749456.72031033,2407.0019472997737,0.0626569740972315
4610,1395074.080878424,802.3657025208386,7.093297259606966,0.1597612318842105,0.0618084019181032,1.2814650599079744,9.249387867734242,225.6318081181275,1698.3981486241846,0.3265772351883116,0.2719431001617379,33019202.041673902,3074.99711637516,236212.0175694696,129794.0908833542,27784140.277643085,2656.229370650852,0.0618084019181032
4614,352966.8044377682,536.5236111497244,6.487357614915213,0.122105658672604,0.060960353493814,0.9993185566797558,13.50600447105847,303.3541815829958,1505.042642161644,0.3575028962997243,0.0892538260715222,10108962.14684833,2827.6746302369083,83703.65177085341,33858.34000407817,7972651.840757462,4131.468525532997,0.060960353493814
4618,2652230.523010361,898.6077602759636,6.061772856678905,0.1215737181410419,0.0437404481814236,1.3206988421200792,12.093506856759486,280.2100239398153,1571.1823194993815,0.2912457705221941,0.3467235541730265,42693818.84622058,2706.611409781092,190071.3782058205,133037.4322707179,37302294.40264548,2029.722845785328,0.0437404481814236
4621,707599.9901112324,576.0423634142281,13.562729185300478,0.1859105411004587,0.0572487123205534,1.1033978305062353,8.203299149492459,392.24147007124327,1319.3015516304672,0.4370659300743238,0.2353291192415098,41704372.596170045,2850.115522007734,253383.8134362755,95674.5180874961,36776825.1530779,2272.028955597559,0.0572487123205534
4623,707332.9775697103,452.5444240192325,11.637483012607373,0.1538937906951367,0.0301991459975959,0.9762752765541044,8.360976356127804,474.600765931441,894.8216243058148,0.4735259899026467,0.2091280056492157,31618888.957912643,1998.4720257898448,128688.9330541949,38300.66522029776,28407712.436990462,1157.390005412219,0.0301991459975959
4624,158800.32285265304,364.2697086905291,4.150738804968452,0.1018236647005182,0.0393576804711083,1.0660386279573038,10.47910624273769,492.1466037110956,1153.5851484455115,0.3189253580965814,0.0307971024708392,2831744.272812579,2044.904780358636,16634.851469882207,7046.494944792055,2111336.694484064,1871.5732432192256,0.0393576804711083
4627,138970.43842867677,358.35331679274907,15.925688992479056,0.1379706902220797,0.0469647145001071,1.0042342586815431,11.159531675220748,322.6379512796538,982.94865241057,0.4843411573825709,0.0544360454430177,12179834.561216244,2343.254605194421,53284.40882998792,16320.05209359538,10713052.81757628,2607.471007298828,0.0469647145001071
4632,484709.9776831485,439.9531832721148,5.952174158664308,0.155233832460638,0.0563243428501688,1.236682511963792,9.879824927372018,337.2994706691671,1427.6833158083446,0.3471784470204832,0.1681294762149837,13617866.376814324,2613.9305813481037,141476.16263221795,51377.01692579523,10498166.629799267,2814.081623464936,0.0563243428501689
4637,581621.1292570744,347.36363975952383,6.797521468939666,0.1756581529433235,0.0627836883650203,1.3495481173052106,8.739821754378717,363.60280156213526,1447.9757687748256,0.3699965868577713,0.2820296309461353,23843795.57605153,2714.402191688339,281922.54329973186,80968.45181203817,18063727.39895669,2484.3605647601203,0.0627836883650203
4638,113575.97177766042,285.371166894143,7.288087008913841,0.1409986257852884,0.0492446495775653,1.1916039193132888,12.859926181138697,333.88156972243485,1149.0746087864236,0.3989178474776513,0.064358999150133,5152893.741363858,2299.576146057345,54405.43939224004,15351.077618092924,3953822.167468216,2821.8949627576944,0.0492446495775653
4639,1389217.9051370325,727.4401414786616,10.450759183965715,0.1663073001630176,0.0246421734046659,1.1792585051259945,10.237226860569058,234.2384223599988,1049.726134034493,0.3770670004381058,0.3665651505240131,39580618.04221155,2144.261005954497,146568.02358673973,92356.07347956471,37392791.25766996,1034.4533636895244,0.0246421734046659
4640,306694.188662178,395.3981017522012,12.477235952632828,0.1349638649617394,0.0338194687873605,1.4488852186527337,12.644875744438467,333.12824901988773,930.4058881332016,0.4385095372923441,0.115362141415396,16423684.569896532,2023.007657611431,73620.65147635374,22923.32237644051,14599107.773507416,1655.7950433255687,0.0338194687873605
4641,1022563.2664795092,673.3303202268621,9.693214190111688,0.1534007234549348,0.026373567703625,1.39636339616266,11.29297354069442,386.9317423437704,1074.755027453169,0.3463319455192647,0.2671314391798559,28011928.96820025,2107.3190016014382,104997.01723831995,66632.07841520169,26041615.418386187,1247.2014798248483,0.0263735677036249
4642,1068792.314632008,288.3689004087779,7.267748298061129,0.1155933237839832,0.051596469977208,1.1353724958388642,14.282677090886724,286.71022319230656,1231.1507234745932,0.4053311531537855,0.4523215374129734,49746924.27784962,2383.1494597919723,407068.7499629459,75932.2210444979,37844307.00592924,1970.3453708311588,0.051596469977208
4651,1144528.1549562025,656.6023074963693,5.853903247345937,0.1143304431763962,0.0662980929187446,0.911379198617542,8.266780708711687,404.9105565019312,1683.8847345378176,0.3421702792026426,0.1305766623742056,26863291.73832657,3061.276830220566,127467.48168893043,56601.19918932808,21156513.111961205,2972.499868532873,0.0662980929187446
4652,1280043.200879519,814.9063531756243,7.039146590479762,0.1664669440847892,0.0619672845827103,1.1454715774365642,9.429438856527618,425.59887259108245,1703.3072525949913,0.340678712648635,0.2773150818013313,30268717.99084306,3115.881145142969,251925.1202727304,132501.12160595186,25393137.828564808,2701.2815886809294,0.0619672845827103
4653,642726.5388659665,585.3836795274887,5.37608003341056,0.1905418578501177,0.0305542470761489,0.921895441900871,11.547633268309989,249.0970361897493,1106.1233217728347,0.3632837598232604,0.3180418962976136,10285416.45706968,2024.3719213097488,151912.12056321156,62320.673532337,8689273.126712717,1575.7053782858704,0.0305542470761489
4656,582796.304232086,324.48972025390424,10.504794781578816,0.174812035472362,0.060669546449171,1.041253188478048,12.409568153498151,456.6028752931859,1290.9310505794938,0.447983424375114,0.4463011901323858,41013457.14973968,2681.2514624916043,521976.87192314136,109418.43366313762,32842631.283467423,2393.4341700343666,0.060669546449171
4657,1347847.3624238896,551.0242698359298,5.437155997070125,0.1522978046134233,0.0449110616892349,1.3809414021350517,12.509803835458094,434.8393522455812,1391.521937885186,0.3178470171249744,0.4460245812235705,25670863.04421284,2408.5617728704665,273981.2092072904,111702.4584388948,20731073.325320154,2048.310132602288,0.0449110616892349
4659,2668203.694691703,880.3974876526045,4.018538876918428,0.1787174446424981,0.0425793243634266,1.377962893112718,8.914703570330916,453.7166774293041,1626.8152686622802,0.2265680174983361,0.5388893046285133,25903652.47992485,2532.520731260094,223711.0605498303,211271.85250952328,21863116.667307127,1700.672903855978,0.0425793243634266
4660,2092463.367657189,865.9750966687267,4.717726111695054,0.1413429376501139,0.0356794548395711,1.0720203875103484,9.99353605499972,257.8524757395928,1419.0250427430865,0.2970689821093115,0.3296312741878506,24193923.06702337,2394.4527454233403,150346.89016168483,106720.429929267,20912272.801038053,1633.7825589686677,0.0356794548395711
4666,380167.5421615145,389.3679446712456,11.881352853592926,0.1373923676850081,0.0545010840626796,1.283439853001925,8.719244135101285,459.0958394882408,1198.5568990433835,0.4410616267842995,0.1046692699260523,24680180.613184877,2571.719217759451,108271.4948025453,33528.97703694829,20746610.859322265,2511.7399021416654,0.0545010840626796
4667,2114791.9085766496,500.6903735477615,4.6861219417399,0.1076877465036564,0.041451740980588,1.461042526908633,14.434166902870174,461.0754265850678,1350.2480347739213,0.2933555436718555,0.4258589994832886,33948686.55648252,2243.945002955465,222840.14217114288,88554.88547910687,26972527.34728831,1896.4184901342971,0.0414517409805879
4668,1283463.9667359395,843.2353701472437,6.759131616019287,0.1177013423826766,0.0511503232468134,1.4134270012819428,9.36291706734692,455.47168747018304,1592.985029921104,0.302327274444409,0.1290237101418972,25649978.21026117,2840.770522057054,85858.98687179892,62928.96259295648,22065273.22762672,2644.8078115390044,0.0511503232468134
4669,954610.4941618209,521.4071565039842,7.080564507464843,0.1686302157686366,0.0524610466697225,1.4311085091529003,14.107642535806502,527.8149286153978,1440.25874703434,0.3567277437733273,0.4648355244010729,27657427.52150164,2636.4079331788785,374337.7892335987,130347.78429179188,22481949.56561464,2492.5030115007307,0.0524610466697225
4672,652140.9827008432,563.7805743433656,13.785356761033634,0.1246090985992521,0.0229305245594702,1.0212029191784042,9.204049110280142,229.29255691155825,839.1128856240208,0.4476531625357968,0.1125175391522174,28398356.80236108,1938.115602595852,49701.14500624181,24534.68372346487,26999317.86047409,1037.2956242273551,0.0229305245594702
4674,1836190.7288164368,947.6822543286831,4.866085445284016,0.13139355651576,0.0427982912281746,0.9942534668689096,14.103101360394366,224.37649070847596,1580.6293773123473,0.3035251940854709,0.3274154369665342,22557382.724427197,2684.5880283199454,183025.18260428225,122316.56969777516,19339253.235352803,2331.084074585441,0.0427982912281746
4675,367423.7839918077,508.2882464549888,10.19393385600921,0.1527294484060506,0.050633416080409,1.1147437831560882,8.713879787832452,256.5725794016943,1228.449155323848,0.4139235693201802,0.0984159580157113,16226378.830289343,2568.4703940119016,88759.21072649774,34517.833714829554,13816807.475801015,2595.155643589868,0.050633416080409
4676,815428.3361540751,467.99741866180057,8.918161782617872,0.1988465969889145,0.0625127413733248,0.989648347651178,11.13868386357975,334.04427123527137,1440.1986725599509,0.4111115272924322,0.5150960390522501,37235014.22912677,2854.760229618476,569648.46448162,154109.3802380141,30130773.9780331,2465.8820800966982,0.0625127413733248
4679,621004.1912582123,425.4995970053037,5.959077878385084,0.1401172857809973,0.0301839318291658,1.2109572134862605,11.375563611820006,316.2345551490524,1001.7337002906236,0.3676654239159077,0.2113274820310792,13206939.454816436,1863.785559489285,100919.50265164142,31705.202271281323,10918362.273213483,1370.370472977273,0.0301839318291658
4683,1924664.027621535,563.4218679639739,6.057021094009983,0.1852602343561498,0.0654703512430604,0.9049817593858154,12.554776359407686,248.2820166500686,1662.2103997055765,0.3552401600743033,1.003133926346652,51746167.52826496,2991.377639143237,1003959.4423338032,288006.3732049164,40294127.50739758,2292.849793903224,0.0654703512430604
4688,2108924.118623997,737.5281319796168,5.639834452200496,0.1313715209135943,0.0513586432303123,0.9701663402295696,10.635708910327155,374.59508487770097,1557.0079818833815,0.3408113426617831,0.3615932629746144,38636268.787086986,2769.9321617702635,272356.9329071554,119983.36589658864,31748442.23676036,2153.8415135712644,0.0513586432303123
4691,1822657.8177969016,470.8096446127341,4.858395311786111,0.1444194779177937,0.0607825085117574,0.9900762050250071,12.565903680327503,533.5441012024615,1617.3948515727818,0.3310664095794127,0.6738198997591316,41693894.979463376,2796.199088748024,583482.846895056,169883.67638270417,31048093.30601715,2295.890578904906,0.0607825085117574
4695,1116457.008183482,608.1879673144647,6.550830887219148,0.1338796081916246,0.0426493032210108,1.2096957712347904,13.66455088057499,354.4105475773871,1327.4567113932426,0.3515283040065087,0.2962571021574682,24680176.121831395,2430.576426125951,191131.1758751243,78582.58621204314,20695023.495719437,2189.0766001108777,0.0426493032210108
4699,539911.2523480677,595.8815693611432,4.141296331647144,0.1976741927664234,0.067276909480346,1.4876733243858804,10.891427108743336,309.4502798575913,1807.2472489460995,0.2503454483270274,0.2257789644692873,8152621.581198432,2912.860505240413,163636.33029072106,104006.77916813469,6196250.353297656,3786.7343730831785,0.0672769094803459
4701,2981384.190646613,807.4208366343235,5.966298427919939,0.1400612031572928,0.0230238595756105,1.406447184557764,14.170048731585004,424.3867004472209,1216.0244308191045,0.2506105156873537,0.6631227154426167,40642500.742546216,2054.383760458655,164650.04169893806,151381.19497162028,37491795.30934332,1040.8119371347786,0.0230238595756105
4706,1713207.8313303574,663.6515354421132,6.047476767193886,0.1119034997111985,0.0288777056300389,1.191580487079412,12.439836630731572,243.4721463937544,1152.122883674999,0.3333707097868768,0.267332568128666,28148465.22262397,2068.827025661853,110747.13940580992,57580.35519599597,24776380.68558645,1411.0862618167666,0.0288777056300389
4716,669704.4329349819,664.3886873311618,10.115656052391904,0.1588159541718369,0.0560320200435621,1.1594916599433742,8.943585115953622,526.8204747209408,1427.5578766991368,0.3966632745154499,0.1535959648176542,25889773.582722995,2886.549311855959,146902.30182367674,67834.81427353733,22381222.153170813,2699.220446165862,0.0560320200435621
4719,949231.3656476724,268.78795072941296,9.25583601345838,0.1486271979630928,0.0279343763869224,0.9478436318037686,13.627524034982915,478.7974063712873,777.1866941873146,0.4882406094194331,0.6983822212490542,44387711.05366511,1685.5254225421768,409879.8575238538,49185.71394728708,36919768.87668398,827.7047100742794,0.0279343763869224
4720,765467.0501038673,558.8812014776074,12.797044283904174,0.1285329477013233,0.0357077708775516,0.9594056730264656,9.892572134054422,263.4847317432951,1020.950927424832,0.4554183264093114,0.1528288074571442,35640518.4215314,2281.8312389310586,106947.09410833233,40595.68517596356,32489827.153713085,1609.6977145320536,0.0357077708775516
4721,1371599.5451461957,638.5445768011228,8.318251921438002,0.1315998463361788,0.0532742362502971,0.9270593088257396,13.940287574218663,508.931213532445,1441.0388901707022,0.4028579043798834,0.3552668659517778,43604742.836879335,2812.199750329777,328106.1330334951,111388.9761716459,36737448.4073896,2515.480852484476,0.0532742362502971
4722,1209585.6711486217,641.2838502950376,5.649002241136277,0.1227739285723428,0.0656059858758455,1.1477396637358357,14.056316151467886,442.0431638430699,1734.435457570178,0.3242292506523216,0.2628404055236975,26747664.08374884,3036.6901402953067,240590.40836352963,100636.57548418216,21056027.093981206,3420.2589936363984,0.0656059858758455
4726,737701.4812706951,311.6434787575361,8.951633590087066,0.1061822521142071,0.0674867392484274,0.9197233343373132,8.28256682698018,276.3854480927128,1383.7565304815716,0.4212799104360551,0.1464877150644394,48367831.04761736,2809.3118641732235,179217.70896823957,43198.26571542364,37355640.41319565,2596.211566787517,0.0674867392484274
4735,427330.5692124838,409.8952199147333,13.132467502675825,0.1093591044932807,0.06756063241115,1.2641290473620466,14.175419070472202,272.94976635021123,1366.711403443714,0.437081082598537,0.1151796915163099,33021168.988041088,2904.15605261639,146359.9152602979,43044.892636627046,27764900.44907219,3835.152485124795,0.06756063241115
4737,1033938.6026157662,623.2300808276743,6.520338260338675,0.1576095292266586,0.0283275504974877,0.9131203755086138,9.04418183188158,296.51490213284046,1058.4793081951452,0.3917127683554198,0.258607781976372,19433437.12887093,2032.161868361728,123483.48051115284,53474.37436100771,17052692.751876812,1262.653184967263,0.0283275504974877
4742,2543613.5019412283,767.5122085716988,4.952707810208344,0.1387977126193288,0.0673586960482089,1.2024887389048131,9.616794653245789,232.32520426971368,1869.2169356131124,0.2890509705141021,0.4008788301095249,42650663.40801279,3125.449702312022,335870.41247336665,173043.994937343,33867703.25123254,2521.780862787533,0.0673586960482089
4744,375953.1830930407,453.570709782957,15.39720675161499,0.1451502218574962,0.0681210912845115,1.1333752482793316,14.032994830202911,263.5528802480786,1353.3840828816246,0.4515668632096853,0.1624928834652252,32266500.647024658,2968.523085347554,215094.11548042117,65886.35901454912,27918231.27238426,3774.930037736293,0.0681210912845115
4752,1337525.4998374234,774.2665839248259,7.002122615600642,0.1504359738390217,0.0233874854840102,1.3635018183165253,12.854279796145844,262.8999959498279,1144.928182212826,0.2831828274311135,0.3307137932178207,22563563.66169294,2051.674782353731,94252.58610502,82708.6535116062,20937096.64218469,1199.2388397517675,0.0233874854840102
4754,1215743.6227066582,466.6173459945328,6.753859321884985,0.1935897064850858,0.0475632135435149,1.3380037499133066,12.91262248936784,324.9334156886506,1326.3669763718522,0.3643191167095204,0.8034672529547237,34441449.94457123,2436.723313158126,599117.2893575778,172470.562786696,27753265.11104916,1879.0631828927324,0.0475632135435149
4760,1043407.9939429977,671.2053064792979,10.343307365651713,0.1608813122981965,0.0491374459440939,1.0757432068577244,9.229512506231153,491.33239533139607,1341.9814237593887,0.4108844889602136,0.2528127017124563,39038400.52225989,2741.1867524609497,219645.21052796693,93257.4034998231,34307691.84293939,2092.735425668732,0.0491374459440939
4766,482513.09000153287,576.890878223024,13.141823851278811,0.1966545254886948,0.0560090642470616,1.2580932821159705,13.927391754132728,255.01262207377908,1338.0773171174828,0.4215006270227328,0.2999547746234934,26914636.74028132,2818.3072747921274,304721.3216495465,112484.20215065892,23741849.05704489,2923.597346453957,0.0560090642470616
4768,1246664.0544166106,610.6068235111954,8.994207767191536,0.171046340206209,0.0459052548074503,0.9182009190703064,10.207760181226092,536.8118397474037,1288.740336996024,0.4230789510788633,0.4192320012843621,41724723.91527648,2599.1549607155016,350371.49775474326,119097.61781390478,35867072.84079054,1835.067093137005,0.0459052548074503
4774,499853.77330488566,565.900313820902,9.820073842980392,0.1789314122920242,0.034929107003874,1.436821194515407,12.402744229879342,245.94225413174692,1113.3739482090627,0.3756142232706937,0.2292145608502845,16653682.82242824,2216.9797174280966,129408.33115137708,59195.15837403839,14875984.98517822,1822.2646288365656,0.034929107003874
4775,2302468.4180710665,806.044237862062,5.241099519209124,0.1004877165882442,0.0269567315844543,1.0536719969211308,14.840657824673636,271.5609376648817,1229.240532281714,0.3186817369170589,0.2921211086986798,28558938.128521763,2132.942757574426,107988.59036342382,70141.00526894582,25517668.263982534,1461.5809401483568,0.0269567315844543
4776,911561.7983821118,478.15992684041225,4.758498617562031,0.1494364156550932,0.0454018386409868,1.3409560170092358,12.224871810604682,409.5875336541223,1366.6447145400605,0.3084342410828027,0.3228538021039031,16336562.341189804,2332.050145988908,194550.5459121215,76621.9019758656,12721851.27898183,2226.415903736082,0.0454018386409868
4781,1676507.0355214234,442.9842706547563,4.806507326958466,0.1732523437990596,0.0620724111312111,1.2687097905036513,8.143327702450812,333.60318139073433,1611.9796151627738,0.3118979941547835,0.5757095463451528,37969706.466186985,2752.0978960942825,479628.6863394126,162365.61019926288,28232550.382371604,1984.8037911670103,0.0620724111312111
4786,1914714.5096472595,611.2316280044345,4.003623383163644,0.1329959549684274,0.0372408761753671,1.0126431787392818,13.939061032969104,318.2589190645075,1331.0476923724111,0.3002203203453246,0.5212448915128433,22626485.945526768,2200.9057196442222,250779.6592406012,107432.41593961032,18187229.18317087,1776.5861599731245,0.0372408761753671
4787,1077108.9114456004,522.9661072959691,4.773410946655973,0.1826707424364817,0.04135288850887,1.0473393049719208,11.666476755723236,339.9192281274733,1304.0612906035458,0.3314169325867062,0.5347650696784415,18177233.69663096,2271.962498124263,315379.96293232305,111797.97276930627,14380514.880019352,1833.1341558092088,0.04135288850887
4793,1166169.338622245,547.7543656133278,9.389783214957228,0.1430143715974871,0.0287179580670365,1.2500279847068672,12.9549314178726,495.2791217955352,1018.3094373944748,0.4050944156475387,0.3736548237578406,35569196.83242422,2043.954707579748,187055.6922390523,69092.56784112753,32040364.154921588,1266.439619764254,0.0287179580670365
4796,1621837.7700526293,845.3551644950664,7.08684402352974,0.1858917702156938,0.0236987278401201,1.2058212889159057,14.45092875703014,246.02354274002371,1189.3261654589437,0.3111075340252609,0.64407722792796,27041193.58072276,2161.877320140369,204345.0060029608,162761.62092367074,25245587.71302561,1156.4401757499209,0.0236987278401201
4798,1694623.4718504471,777.2183839974874,7.070082859746181,0.1800953459943742,0.049620814924464,1.4961515154862717,14.681417290575776,477.3238487488343,1591.4861201603028,0.3116591194164598,0.6644851982035855,36880595.21607165,2799.81904771036,442200.8417425017,238828.69338388185,31748805.74620397,2309.544681295975,0.049620814924464
4812,1076146.3957214046,463.21017563833095,8.433735074813258,0.1875108861845215,0.0284173463106386,0.9579625045037732,14.871429977553657,387.9633546943005,944.1905357055106,0.4411462052527014,0.8182140548334631,32196048.978782017,1927.132585063707,441391.0522119078,105205.17725911428,28127843.026561204,1148.346614359845,0.0284173463106386
4820,475587.9512256285,556.7193708028699,7.462642831960032,0.1576689230964223,0.0454089994863045,1.2739309256241422,10.959944937191448,268.6126411197411,1282.9445775944062,0.3639072742976203,0.1527250841811665,13173247.500444047,2448.5887156660306,108600.93522378195,47084.55335971031,11034940.032961125,2506.442992169325,0.0454089994863045
4825,469803.3666458562,505.67462609586266,6.656187531716224,0.1535210275375635,0.0534754413857114,1.1481486766695137,8.225579404588961,461.0772867437149,1381.5447460949338,0.364381346927818,0.1189994682209424,13408553.087836957,2615.130021361279,99780.58767635198,40809.91081749076,10700585.156443387,2671.699561642385,0.0534754413857114
4832,2160003.565465304,736.5558923136214,4.146607020155863,0.1558667919044221,0.0480229599446277,1.35988363407151,9.281641318859664,433.7553369494378,1612.9051940981626,0.2532630835279561,0.411622077157179,25301497.72964953,2573.8964736568287,215431.8926272414,147303.3810864672,20529284.07893948,1998.9369458696249,0.0480229599446277
4843,454198.39087173954,462.6664793190305,15.707634041260878,0.197716224810585,0.0596956587052989,0.9561377378033172,11.691387938271514,407.4828342367741,1248.7552589453012,0.4732961829617216,0.302238306816667,37349719.43542084,2808.540953301411,367464.83102071576,105675.16052143788,32736806.781345047,2648.64774134117,0.0596956587052989
4846,791703.166750313,658.5078512782839,8.649040434254001,0.1140320841670483,0.0565615418478989,1.1593211258898926,12.331243593565688,459.9485857208125,1478.8804642635962,0.3794690092210224,0.1294445037957002,25959113.80224577,2877.7437996573885,119556.08637359003,52585.8906809163,21984323.511883296,3208.0286427205638,0.0565615418478989
