phi_sc  value
320.00000 0.20336
325.00000 0.26292
330.00000 0.30766
335.00000 0.33551
340.00000 0.34526
345.00000 0.33683
350.00000 0.31123
355.00000 0.27041
360.00000 0.21690
365.00000 0.15345
370.00000 0.08273
375.00000 0.00715
380.00000 -0.07127
