phi_sc  value
300.00000 1252.18167
305.00000 1234.13490
310.00000 1217.57760
315.00000 1203.02057
320.00000 1191.06893
325.00000 1182.35611
330.00000 1177.47665
335.00000 1176.89562
340.00000 1180.86331
345.00000 1189.36569
350.00000 1202.12261
355.00000 1218.63560
360.00000 1238.27162
365.00000 1260.35404
370.00000 1284.22757
375.00000 1309.31787
380.00000 1335.15110
