nan 12.00000 14.00000 16.00000 18.00000 20.00000 22.00000 24.00000 26.00000
0.00000 49.64143 50.81806 51.66285 52.26912 52.69817 52.99196 53.18043 53.28545
0.05000 49.49393 50.73062 51.63891 52.31056 52.80562 53.16540 53.41933 53.58894
0.10000 49.29617 50.58311 51.54569 52.27384 52.82660 53.24457 53.55656 53.78383
0.15000 49.04800 50.37543 51.38285 52.15858 52.76054 53.22857 53.59100 53.86873
0.20000 48.74917 50.10720 51.15004 51.96428 52.60680 53.11663 53.52164 53.84233
0.25000 48.39940 49.77816 50.84683 51.69043 52.36469 52.90791 53.34743 53.70336
0.30000 47.99832 49.38782 50.47272 51.33639 52.03344 52.60147 53.06724 53.45045
0.35000 47.54547 48.93563 50.02703 50.90135 51.61216 52.19623 52.67981 0.00000
0.40000 47.04027 48.42092 49.50894 0.00000 0.00000 0.00000 0.00000 0.00000
