nan 12.00000 14.00000 16.00000 18.00000 20.00000 22.00000 24.00000 26.00000
0.00000 223.81248 217.89892 212.90495 208.60574 204.84773 201.52198 198.54893 195.86840
0.05000 216.47937 210.53674 205.52608 201.21810 197.45633 194.13012 191.15860 188.48092
0.10000 209.26611 203.31600 198.30723 194.00629 190.25485 186.94064 183.98199 181.31765
0.15000 202.15779 196.22153 191.23251 186.95417 183.22666 179.93661 177.00198 174.36089
0.20000 195.13804 189.23649 184.28491 180.04449 176.35408 173.10015 170.20014 167.59204
0.25000 188.18881 182.34256 177.44566 173.25823 169.61818 166.41195 163.55703 160.99133
0.30000 181.28994 175.51917 170.69430 166.57440 162.99768 159.85059 157.05097 154.53737
0.35000 174.41851 168.74322 164.00722 159.96957 156.46899 153.39253 150.65851 0.00000
0.40000 167.54840 161.98824 157.35783 0.00000 0.00000 0.00000 0.00000 0.00000
