opr,T4,split,cr,far,pi_pe,egr_rate,eta_th,specific_nox
10.900515952651803,1138.759936358282,0.46549097593886746,10.04865571176773,4.964087810435582,1.1047839875785699,0.4856147310976352,0.42848102677220173,0.011890505435862772
19.611118148928313,1192.3648683733936,0.32969200468730153,8.97712290581892,3.8707885042365318,1.590345016632099,0.012009673937147913,0.5436090244459263,0.9995968637323658
19.30261932556647,1196.5711175019464,0.3668018221630535,9.962670320233068,4.9151103483878416,1.1601726157400942,0.4265072645637134,0.4749672631012903,0.033799627739882876
18.57932832825898,1207.2630671556396,0.43017608442319033,9.388990272859276,4.8773271370794165,1.5989993390336874,0.2104715583374357,0.5085126753616612,0.30743716487234446
19.40924787153888,1186.6432676706704,0.4348192519654314,9.437767255875888,4.868858289776747,1.5991050028548632,0.2854048903641948,0.497699945589837,0.1386054935298189
20.971509566311294,1191.5180964232513,0.3507126603982974,9.160282760382545,3.2993314737971455,1.5864207731274553,0.016639086011796145,0.538649712605573,0.8894966758726983
19.25326367155518,1199.5307872867677,0.43145473869036943,9.375257991325626,4.210087460870502,1.5887921079188845,0.14509328522667853,0.5155691275424005,0.5098891366665514
19.20347618294039,1201.5227295766504,0.45402244547426507,9.08795999048009,4.968509159939504,1.5892471217094606,0.3067177688443781,0.493072283480426,0.09696090148209152
19.273232545162106,1192.3233056107504,0.43820018789682674,9.148103683039158,3.211344295862818,1.5866082346879133,0.08423217382967059,0.5167768294673293,0.5720038575747332
12.326387130537112,1113.3745460413807,0.4998909449798047,9.072122931964302,4.708875244666383,1.1158581467707733,0.4707524279386478,0.4338730242991693,0.012844206812482542
19.310892765174763,1161.7554615692886,0.35803167361635796,9.099632914889645,4.807928915612923,1.5886840311173014,0.1976063792887808,0.5150110390341246,0.4749132219601678
19.267542052825597,1196.5711175019464,0.3668018221630535,9.14810629280384,3.8998006449179714,1.596958586920286,0.012232869615954704,0.5405598117231334,0.9402716880498344
19.365260988515775,1217.1296542099976,0.3797685436070645,9.1080330179637,4.816790500757209,1.1322659992638437,0.47777467721727945,0.4655064690514754,0.026782359597941317
19.410979826238012,1186.6432676706704,0.3488746875752556,9.437767255875888,4.868793415420482,1.5470801506243814,0.29500263420326234,0.49887968512312875,0.1637487728185656
18.489887002556664,1226.151986044709,0.38292372525145524,10.022055535399385,4.794860054868312,1.556879237001536,0.2587735495792243,0.5024638337153454,0.20639689752053905
19.270279193923084,1214.25321102691,0.36895045566068146,9.56783842372917,4.892392815079646,1.5994558838815522,0.253402929613316,0.5058691332935021,0.24713448680514646
19.28888649742999,1220.5866984259735,0.3796531290463053,9.394279857987534,3.267433867049443,1.5971176370315903,0.032448431046306715,0.5296492026979595,0.7574193416975238
17.719134256004,1188.8185695499672,0.36732779219733386,9.250498273489244,4.935375845974836,1.5937804917014713,0.21626361879763298,0.5097015854129505,0.33731645524346715
19.365260988515775,1217.1296542099976,0.3816449096681177,9.1080330179637,4.816790500757209,1.5901369110298886,0.20041497295290572,0.5129503365859664,0.41175273191008854
17.56122360629638,1214.8833471955027,0.37050982507528774,10.0466101043817,4.959072573249998,1.5962048088416898,0.18975409959439102,0.5142613614309132,0.42721582671679975
20.514407235466347,1215.0121568169225,0.40203534502732174,9.154995702693062,3.4258355019393747,1.5988155957178327,0.01782163434579616,0.5346334176037408,0.8187213650045183
18.57932832825898,1207.2630671556396,0.43017608442319033,9.386228011506676,4.89222674630773,1.5989993390336874,0.25285074004570723,0.5020133327612317,0.19060685455303275
19.425120306531788,1216.4153195836602,0.478621848925263,9.075839665884596,4.973409109789813,1.53182429856182,0.3603232186072927,0.48315477602754736,0.05366816264750866
19.358361542859658,1161.3768279489627,0.4274208748829166,10.007306674893906,4.78150567790508,1.5760677702099644,0.3406578801101285,0.4884198099896491,0.07881385369301266
19.270279193923084,1214.25321102691,0.3702851486159773,9.557719229421823,4.892392815079646,1.5982250531263633,0.253402929613316,0.5057979024626663,0.24582368110936081
19.410069087345406,1189.589052270827,0.3617797802274378,9.205405892179476,3.8820588206694824,1.5940837756724398,0.009030761370515922,0.541870073799682,0.9550655831252892
19.269831920096742,1187.5999749872894,0.4013571931883657,9.154995702693062,2.804650035425004,1.565352986727554,0.01782163434579616,0.5263425741237383,0.7001005032196418
14.549410060318575,1098.9926563269387,0.44626973624222044,10.25335427651879,4.8743163361600255,1.126154732551021,0.4320511828738892,0.45421022560753016,0.017483027899845884
12.923961978286847,1101.0494090002808,0.46635315235354946,10.04896926175366,4.887851894728168,1.1386941739250869,0.485070010089738,0.4415024710404666,0.013180398445977182
19.269831920096742,1214.2009345763445,0.4013571931883657,9.154995702693062,3.0799210371574364,1.5927642369848256,0.01782163434579616,0.528969348290109,0.7329267559769786
13.506592313424884,1098.9926563269387,0.44626973624222044,10.046956509124879,4.684303312890132,1.1574061897967858,0.47135750528752757,0.44695324808120057,0.01486633968607185
17.138846107565403,1177.7237824682848,0.453563090640436,10.045085546610528,4.997452009884682,1.1612816171828668,0.46601762727105733,0.4609234982280185,0.020482342233240306
19.368038544961255,1188.1177017682617,0.35630534209308207,9.410049616631142,3.317594411626129,1.597176678649992,0.011169035749258927,0.537044324161332,0.8564611536337494
19.269044074654925,1190.8949186130305,0.32969200468730153,8.968769133540633,3.849665697194733,1.590345016632099,0.012009673937147913,0.5427195210746854,0.9897815779089968
19.211852401159305,1188.7061523666018,0.36470207915456204,9.266748008642914,4.911681937652936,1.5861530178768344,0.21922962108807653,0.5117497889164331,0.36634204044356244
14.549410060318575,1098.9926563269387,0.44626973624222044,10.05954299222169,4.868612294368186,1.1574061897967858,0.4235172245471699,0.45642934136484914,0.01871603389332139
19.368038544961255,1188.1177017682617,0.35630534209308207,9.148143291914176,3.317594411626129,1.5970747454453207,0.016639086011796145,0.5359287510574389,0.8532407749192796
19.242105818581678,1187.787181241841,0.437099379220431,8.673496346894106,4.8773329500424385,1.5679726468533748,0.312658473416025,0.4910125907611169,0.09549427319365435
19.286480599519727,1217.0576730686225,0.43820018789682674,9.142011530140453,3.1304677480738023,1.5972326541893485,0.02986525516554155,0.5244581052391162,0.6695514473129068
19.268985897148493,1190.8792550708863,0.4375384792832801,9.29057794515188,3.410391146006937,1.5985607679064455,0.03506935410369114,0.5269751456083658,0.7147358260697452
19.270018626386083,1214.2009345763445,0.4017771253343603,9.154995702693062,3.4258355019393747,1.598268128650629,0.01782163434579616,0.5321443240818305,0.7905783911403768
19.273232545162106,1192.3233056107504,0.43820018789682674,9.148103683039158,3.3484689017147082,1.5866082346879133,0.08423217382967059,0.5179784547063718,0.5875836836569319
20.02149276791509,1177.3594630962173,0.43820018789682674,10.12839160387158,2.5233098734994055,1.5962048088416898,0.040677016306899946,0.5184073351770918,0.610119738341553
19.268985897148493,1190.8792550708863,0.4449341168875192,9.290907854155213,3.410391146006937,1.5981165043524053,0.061565308723285084,0.5220059110089637,0.6439904918037875
20.02149276791509,1177.3594630962173,0.4243874579027441,10.12839160387158,2.5233098734994055,1.5962048088416898,0.040677016306899946,0.5193717599840272,0.6271165301438995
19.270018626386083,1192.6254426619337,0.4017771253343603,9.154995702693062,3.426295264907886,1.586477698588233,0.016416620113358128,0.5329229605261447,0.8027408031087544
12.923961978286847,1101.0494090002808,0.46635315235354946,10.04896926175366,4.887851894728168,1.1390064806883091,0.48507820317413575,0.44151884777956757,0.0131832634691384
13.506592313424884,1098.877990267691,0.44626973624222044,9.944256288030747,4.7080543716951855,1.1574061897967858,0.47135750528752757,0.44694715748096653,0.014828801664795862
17.755869827110295,1216.4153195836602,0.478344847969005,9.075839665884596,4.9660692066556456,1.53182429856182,0.3701857224497323,0.4792121849376685,0.04488140339194433
17.744517235146525,1216.4153195836602,0.4953828092341518,9.25173170401467,4.955809975328967,1.5498740287450388,0.3704560775852484,0.478708243807812,0.043695349779657715
