nan 1200.00000 1300.00000 1400.00000 1500.00000
12.00000 21.17078 19.93461 18.97978 18.24192
14.00000 23.44443 22.20676 21.27237 20.57713
16.00000 25.34788 24.14132 23.26235 22.64822
18.00000 26.95777 25.81045 25.01619 24.51009
20.00000 28.32288 27.25745 26.57581 26.20923
22.00000 29.47452 28.51649 27.96841 27.77013
24.00000 30.42734 29.59515 29.20944 29.20900
26.00000 31.19116 30.50764 30.30747 30.53069
