nan 1200.00000 1300.00000 1400.00000 1500.00000
12.00000 0.78003 0.73448 0.69930 0.67212
14.00000 0.86380 0.81820 0.78377 0.75816
16.00000 0.93393 0.88948 0.85709 0.83447
18.00000 0.99325 0.95098 0.92171 0.90307
20.00000 1.04355 1.00429 0.97918 0.96567
22.00000 1.08598 1.05068 1.03049 1.02318
24.00000 1.12108 1.09042 1.07621 1.07619
26.00000 1.14923 1.12404 1.11667 1.12489
