nan 1200.00000 1300.00000 1400.00000 1500.00000
12.00000 16.49912 17.93017 19.30456 20.62970
14.00000 17.16384 18.64079 20.05641 21.41883
16.00000 17.72648 19.24017 20.68810 22.07909
18.00000 18.21395 19.75747 21.23098 22.64395
20.00000 18.64401 20.21194 21.70569 23.13547
22.00000 19.02889 20.61682 22.12650 23.56886
24.00000 19.37739 20.98164 22.50363 23.95501
26.00000 19.69600 21.31343 22.84461 24.30198
