nan 0.00000 0.11250 0.22500 0.33750 0.45000
0.00000 202.66635 199.78270 196.21140 191.71062 185.90896
0.25000 206.08674 199.69769 193.00979 185.77119 177.61598
0.50000 209.60667 199.62911 189.75676 179.73400 169.20791
0.75000 213.23120 199.57788 186.45060 173.59587 160.68126
1.00000 216.96586 199.54528 183.08904 167.35361 0.00000
