nan 0.90000 1.20000 1.50000
0.00000 149.11424 146.93782 0.00000
0.25000 148.88551 146.65278 0.00000
0.50000 148.74110 146.45648 0.00000
0.75000 148.69758 146.35394 143.98442
1.00000 148.76157 146.35694 143.92777
