nan 0.90000 1.20000 1.50000
0.00000 80.71062 67.09229 nan
0.25000 86.42784 71.99655 nan
0.50000 92.80427 77.47435 nan
0.75000 99.94531 83.61836 67.78573
1.00000 107.97861 90.54107 73.46014
